,SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,encoded category
40816,1619,5,2,Rural,1961,314654.1999015917,0
40817,1613,2,3,Rural,1972,241743.9412724226,0
40818,2433,2,1,Suburb,2009,299697.22511827096,1
40819,1090,3,2,Rural,1989,183010.6725173709,0
40820,2532,5,3,Suburb,2009,342935.264868167,1
40821,1876,4,1,Urban,1993,163213.1036205153,2
40822,1527,4,3,Rural,2003,222100.5947516116,0
40823,2133,2,3,Suburb,2003,237208.62083648663,1
40824,1774,2,2,Suburb,2016,121229.12535433384,1
40825,1671,2,3,Suburb,2000,168191.55979390888,1
40826,1764,4,3,Suburb,1967,204295.21847298671,1
40827,2112,4,2,Urban,1955,198932.2833498208,2
40828,2630,4,1,Suburb,2000,266691.17513943126,1
40829,2295,3,3,Rural,1986,269328.7116536192,0
40830,2270,5,3,Suburb,1957,278354.6017254306,1
40831,1360,3,3,Urban,2020,186881.71740441164,2
40832,1377,5,2,Rural,1999,188807.2446988247,0
40833,2229,5,3,Urban,2010,212029.52058675,2
40834,1344,5,1,Urban,1996,84974.16102505074,2
40835,2853,2,2,Suburb,1969,315858.9292287142,1
40836,1797,5,3,Rural,2020,203922.8563390318,0
40837,2783,2,2,Suburb,1950,295523.7714715606,1
40838,1454,5,2,Rural,1973,180521.7251005914,0
40839,1907,3,3,Rural,2003,190086.4711233043,0
40840,1066,3,1,Urban,2002,143288.67809106858,2
40841,1986,5,3,Urban,2002,160455.7090124323,2
40842,2581,3,2,Urban,2013,396061.00765705947,2
40843,1978,3,3,Rural,2016,232872.9232615461,0
40844,1042,5,2,Rural,1991,131967.33430023972,0
40845,1228,5,3,Rural,1994,114011.5664074866,0
40846,2974,2,3,Suburb,1957,337411.92856347817,1
40847,2836,3,3,Rural,1996,223429.9633035893,0
40848,2467,3,1,Urban,1970,257166.62788323287,2
40849,1233,5,1,Urban,2004,236017.0314013384,2
40850,2222,4,1,Urban,2008,189454.13109124,2
40851,1496,2,1,Rural,1995,154333.48059480975,0
40852,1847,2,3,Urban,1960,186236.89193225928,2
40853,2055,4,1,Suburb,1986,246483.6474201986,1
40854,2287,2,3,Urban,2007,266407.1161178842,2
40855,1112,2,2,Rural,2003,104278.98276051805,0
40856,1972,3,2,Urban,1969,186331.5009959666,2
40857,2853,3,1,Suburb,1968,298893.5415743451,1
40858,1458,5,1,Rural,2017,177273.70269261414,0
40859,2299,5,3,Urban,1952,276768.0580376495,2
40860,2169,2,3,Suburb,1998,237433.74170066003,1
40861,2380,4,2,Rural,2005,326145.5268580273,0
40862,1005,5,3,Rural,1962,123137.58656090435,0
40863,2363,5,1,Urban,2020,359621.7228062911,2
40864,1991,4,1,Urban,1956,336833.94342356885,2
40865,1493,2,3,Urban,2012,137455.47693869862,2
40866,2131,2,2,Urban,2013,263206.0395521737,2
40867,2948,5,2,Urban,2011,346025.2890328441,2
40868,2795,2,2,Suburb,1951,324526.2752443654,1
40869,1070,2,1,Urban,2001,136677.67186312014,2
40870,1938,5,1,Rural,1996,183724.94583940803,0
40871,2363,5,1,Rural,1993,221371.8959035611,0
40872,1673,3,2,Rural,2004,170231.61134983634,0
40873,2123,3,1,Rural,1970,218140.35387030905,0
40874,2350,2,3,Urban,1997,168167.87318924995,2
40875,2056,4,3,Urban,2021,308500.6167363938,2
40876,1142,3,2,Suburb,1998,162815.6193060813,1
40877,2267,2,2,Suburb,1963,363500.4283410718,1
40878,1735,4,3,Suburb,2017,109593.5303300785,1
40879,1725,3,2,Suburb,1953,242543.6149860721,1
40880,2655,3,3,Suburb,1973,320300.6897502678,1
40881,2703,2,1,Rural,1969,232761.1028749856,0
40882,2884,5,3,Urban,2003,342492.30659618304,2
40883,1216,5,2,Rural,1983,161316.10442608336,0
40884,2924,4,2,Suburb,1972,353941.0309713694,1
40885,2997,5,2,Urban,2021,307426.61963479826,2
40886,1433,2,3,Suburb,2017,111081.74149910123,1
40887,2890,3,3,Suburb,1986,336612.21115521004,1
40888,1833,4,2,Urban,1968,240134.71492292304,2
40889,2752,5,2,Urban,1979,289100.1699065092,2
40890,2077,3,1,Rural,1974,277823.39206050907,0
40891,1719,2,1,Rural,1994,205487.70862267856,0
40892,1941,2,3,Urban,1957,298578.0093025647,2
40893,2615,3,1,Suburb,1967,262732.5303765207,1
40894,1906,2,1,Urban,1962,163475.5680313739,2
40895,2915,2,3,Rural,2009,286003.3061703246,0
40896,2968,3,1,Urban,1967,248602.4993313428,2
40897,1994,5,3,Suburb,1975,251102.0235110724,1
40898,2174,4,2,Suburb,1964,271553.8360174603,1
40899,1054,3,1,Rural,1995,68697.76935075555,0
40900,2540,3,3,Urban,2000,339955.34145007905,2
40901,2471,5,3,Rural,2002,314391.4679771104,0
40902,2058,4,3,Urban,1992,220873.1754204551,2
40903,1860,2,1,Rural,1957,210482.55569785865,0
40904,2006,5,3,Suburb,1975,220377.02218088976,1
40905,2142,4,3,Suburb,1961,193813.15934909592,1
40906,2220,3,1,Urban,1997,219240.91701702485,2
40907,1565,4,3,Urban,1955,204169.3026092749,2
40908,1770,5,3,Rural,2012,220501.44478574145,0
40909,2797,2,1,Rural,1958,320145.2534153328,0
40910,2878,4,1,Rural,1958,331099.6175328095,0
40911,1877,4,2,Rural,1996,217907.7404707533,0
40912,1823,3,2,Rural,1984,228901.59402861196,0
40913,1513,4,3,Suburb,2010,277198.1891408322,1
40914,2617,3,2,Suburb,1987,270241.64007081056,1
40915,1861,5,3,Suburb,1979,275324.0481199658,1
40916,1421,2,3,Rural,1970,162245.7595526183,0
40917,2975,5,2,Rural,1969,314837.9279518858,0
40918,1516,4,1,Suburb,1972,161047.57918199807,1
40919,2709,4,1,Suburb,1973,296716.5791132501,1
40920,2162,3,2,Rural,1959,140910.54153947736,0
40921,1704,3,3,Rural,1986,153770.8105724671,0
40922,2673,5,1,Suburb,1963,369965.92571636016,1
40923,1808,5,3,Suburb,2013,173892.93892786515,1
40924,2651,5,1,Rural,2003,351813.1083646805,0
40925,1043,2,2,Urban,1964,144252.2802185118,2
40926,1857,3,2,Rural,2015,171287.2686998516,0
40927,1800,5,2,Urban,1956,192923.30229276943,2
40928,1218,3,3,Rural,2005,48410.41933777717,0
40929,1567,5,2,Urban,1973,329637.20472520305,2
40930,2777,2,2,Suburb,1951,253287.2507135044,1
40931,1907,3,2,Urban,1974,287800.62809626164,2
40932,1257,3,3,Suburb,1990,138823.02519187922,1
40933,2536,3,3,Suburb,1973,207700.8278305264,1
40934,1960,3,3,Urban,1968,349475.90708671825,2
40935,2400,2,1,Suburb,1976,290375.41089218325,1
40936,1892,5,3,Rural,1995,311672.9774061783,0
40937,1288,2,2,Suburb,1951,185086.796447544,1
40938,2493,3,1,Urban,1981,277615.3423705497,2
40939,1971,4,3,Suburb,1970,182145.9000691917,1
40940,1102,2,3,Rural,1952,99674.11817804923,0
40941,1803,4,3,Urban,1992,120360.07361523205,2
40942,2172,3,1,Suburb,1964,170547.03797507926,1
40943,2107,3,2,Rural,1970,241878.3494459028,0
40944,2955,2,2,Suburb,1957,213920.0516431346,1
40945,2049,4,1,Suburb,1991,173100.68790136097,1
40946,2198,2,2,Urban,1952,199293.9199861658,2
40947,2758,2,3,Urban,1961,287341.68964171835,2
40948,2664,2,1,Suburb,1971,291997.29480176914,1
40949,2445,3,2,Suburb,1978,248791.60196013591,1
40950,2677,5,1,Suburb,2016,250906.0802386268,1
40951,2369,4,3,Rural,1979,232695.9107847658,0
40952,1301,5,2,Urban,1961,183302.5739233193,2
40953,2321,5,2,Suburb,1987,195524.5031739056,1
40954,2158,3,3,Urban,1985,317929.0437914224,2
40955,2078,3,2,Suburb,1980,185732.49472215728,1
40956,1055,3,2,Rural,2000,192096.9805896373,0
40957,2014,2,2,Rural,1983,116653.97476339764,0
40958,1373,3,3,Suburb,1988,156346.3872636814,1
40959,2611,3,1,Rural,1963,320990.3623980931,0
40960,1830,3,1,Suburb,1952,245239.06581949792,1
40961,1919,3,2,Suburb,2014,174919.8355143278,1
40962,2362,5,1,Urban,2002,276191.3792510726,2
40963,1456,5,3,Urban,1953,210000.98047268984,2
40964,2378,3,2,Urban,2017,223817.34163323388,2
40965,1131,5,3,Suburb,1977,110833.47497392612,1
40966,1492,3,2,Urban,1954,136171.93310615007,2
40967,2577,4,2,Suburb,2016,261770.13511637817,1
40968,2887,2,2,Urban,1986,401501.3724966848,2
40969,1109,3,1,Suburb,2011,135336.77140579064,1
40970,1581,5,2,Suburb,1959,209358.1516135734,1
40971,1795,2,3,Suburb,2015,95322.72142644516,1
40972,2149,5,2,Rural,2009,254012.8717525708,0
40973,2883,4,1,Rural,1968,280058.60279989545,0
40974,2319,4,2,Suburb,1969,281711.5493636931,1
40975,2202,2,1,Suburb,2014,325182.82019098074,1
40976,2948,4,1,Urban,1970,194706.80517750277,2
40977,1809,3,2,Urban,1972,194055.9696000696,2
40978,1885,4,1,Rural,1964,225601.7313563105,0
40979,2220,5,2,Suburb,2014,188067.36435156,1
40980,1772,3,1,Rural,1965,209957.1916059529,0
40981,2124,5,2,Suburb,1969,210206.57661696276,1
40982,1936,2,2,Rural,1967,154628.64893501336,0
40983,1572,2,2,Suburb,1953,208906.2615289973,1
40984,2206,2,2,Urban,2014,189266.9163890169,2
40985,2947,5,2,Urban,1974,305349.7868404467,2
40986,1808,5,3,Suburb,1952,261630.86791329517,1
40987,1878,2,1,Suburb,1950,303400.9598632643,1
40988,2032,5,2,Rural,1953,199925.0324822505,0
40989,1412,2,3,Rural,1978,187440.91848221072,0
40990,2741,2,2,Suburb,1992,346780.5885521925,1
40991,2957,5,1,Urban,2020,288507.4040863351,2
40992,1829,3,3,Suburb,1995,137550.12362893633,1
40993,1565,2,3,Suburb,2020,180323.2260288899,1
40994,2715,4,1,Urban,1958,321340.392643183,2
40995,1103,3,2,Urban,1974,107310.8496164687,2
40996,2149,3,3,Rural,1971,205059.93550003032,0
40997,2569,3,3,Rural,1968,171487.22213765577,0
40998,1676,3,3,Urban,1991,215417.6639606955,2
40999,1944,2,1,Suburb,1959,281180.6103436068,1
41000,2833,2,2,Urban,1965,238859.8848656313,2
41001,1269,2,2,Urban,1982,80742.08443733343,2
41002,1465,4,1,Suburb,1955,104313.99206584285,1
41003,1800,2,2,Suburb,1965,163956.98050037285,1
41004,2141,2,1,Urban,1960,255330.58871491725,2
41005,2889,4,3,Suburb,1981,297655.98613018915,1
41006,2115,2,3,Rural,1977,254562.59101341703,0
41007,2635,5,3,Urban,2008,223980.6379527448,2
41008,2004,5,1,Rural,2005,174384.83882219222,0
41009,2508,2,1,Suburb,1973,224340.3101682772,1
41010,2110,3,3,Rural,2007,218053.82873389724,0
41011,1233,2,1,Rural,1951,120479.56980055422,0
41012,1912,4,3,Rural,1991,235308.04016692552,0
41013,2147,3,3,Urban,2001,230123.10544433063,2
41014,2226,4,1,Urban,1999,277521.3029664508,2
41015,2055,5,1,Suburb,1996,264178.88344476564,1
41016,1356,4,3,Suburb,2001,127336.85669611162,1
41017,2486,2,3,Rural,2004,232038.23467840956,0
41018,1963,5,2,Urban,1998,198992.3491119349,2
41019,2574,3,3,Rural,1964,331889.47931328195,0
41020,1093,2,1,Urban,2004,127207.11337189224,2
41021,2545,5,2,Urban,1966,280186.7086049712,2
41022,2750,3,3,Suburb,1971,298621.9098717011,1
41023,2431,5,3,Urban,1969,357725.0589030664,2
41024,2123,3,3,Urban,2007,316425.1595362617,2
41025,1243,3,1,Suburb,2004,140445.05987110958,1
41026,1057,4,2,Suburb,1968,230881.2023470897,1
41027,1964,2,3,Suburb,1961,241677.90981534924,1
41028,2380,3,1,Suburb,1983,252507.31221160063,1
41029,2514,3,2,Urban,2004,298379.85759721504,2
41030,1319,4,3,Urban,1993,157274.75214701952,2
41031,2042,3,2,Urban,1990,177881.7717311214,2
41032,1356,3,3,Urban,1973,192023.2798966308,2
41033,1116,5,2,Rural,1985,187291.37396312904,0
41034,2159,2,1,Urban,1969,181733.96763031185,2
41035,2862,4,3,Urban,1974,290583.30949989986,2
41036,1295,4,1,Rural,2018,115305.90834632792,0
41037,1524,3,2,Rural,2002,226514.63174418284,0
41038,2124,3,3,Rural,1986,196267.1504889665,0
41039,2403,4,3,Rural,1964,355321.39211464627,0
41040,2178,3,1,Rural,1970,249749.4295028445,0
41041,2617,3,3,Urban,2014,302705.9878734246,2
41042,2623,5,3,Suburb,1986,306408.5820918684,1
41043,2128,4,1,Urban,1979,204232.860348218,2
41044,2665,3,2,Urban,2009,244511.15289636803,2
41045,2807,2,1,Suburb,2017,235371.64016341532,1
41046,2549,3,1,Urban,1985,207023.6520803872,2
41047,2151,5,2,Urban,1994,275662.6071618888,2
41048,1400,5,3,Suburb,1952,170045.73900162318,1
41049,2595,4,3,Urban,1966,285852.8793438758,2
41050,2989,5,2,Suburb,1983,306298.4782639872,1
41051,1738,5,3,Urban,1961,178808.1735671646,2
41052,1528,2,2,Rural,2018,156132.2342956949,0
41053,1556,5,1,Suburb,1967,189415.8761094732,1
41054,1549,3,3,Urban,1954,180204.98928305504,2
41055,2147,5,3,Rural,1960,210366.39797036743,0
41056,1359,2,2,Urban,2020,146652.29111038425,2
41057,1063,4,2,Urban,1954,101384.96328345782,2
41058,2912,2,1,Urban,2019,397902.26176276646,2
41059,1764,3,2,Suburb,1983,243826.6622996252,1
41060,1773,3,2,Rural,1960,274010.9292470399,0
41061,2979,4,2,Rural,1987,293499.0146014254,0
41062,1623,2,3,Urban,1966,164485.80632702942,2
41063,1101,2,3,Suburb,1951,161849.580244236,1
41064,1560,4,3,Rural,1996,129201.73910426036,0
41065,2300,4,3,Rural,1962,254546.3092468056,0
41066,2250,4,3,Suburb,1989,347771.7565889738,1
41067,2046,4,3,Rural,1998,292892.0462181236,0
41068,1843,3,1,Urban,2020,190161.3181555032,2
41069,2720,3,3,Urban,1966,305773.44953208667,2
41070,2087,4,2,Suburb,1967,217673.73641201665,1
41071,2180,5,3,Rural,1963,326342.92024358344,0
41072,2818,4,2,Rural,1993,312591.4841394515,0
41073,2413,5,2,Urban,2015,328927.5152137444,2
41074,2172,5,1,Rural,1961,335570.6987396433,0
41075,1838,2,2,Rural,2011,192215.9084635903,0
41076,2386,5,2,Rural,1961,236800.64844232783,0
41077,1680,5,1,Suburb,2010,178816.8814176755,1
41078,2487,5,2,Suburb,1969,260356.7442393686,1
41079,1644,3,1,Suburb,1988,218278.49678103888,1
41080,1398,2,2,Rural,1970,29981.735818588684,0
41081,1404,2,3,Rural,2005,204548.27607117785,0
41082,1825,5,2,Rural,1964,294903.7405543574,0
41083,2155,3,3,Suburb,1966,193887.0239578528,1
41084,2220,4,1,Rural,1986,205393.755413423,0
41085,1646,3,3,Rural,1954,110336.36556241591,0
41086,1034,2,3,Urban,2000,78209.12085012124,2
41087,1419,5,2,Urban,2016,247972.39714438308,2
41088,1376,3,3,Urban,1958,109891.77655170366,2
41089,2422,5,1,Rural,1960,277788.7983594632,0
41090,1219,4,1,Urban,1984,83034.10779335603,2
41091,2921,3,2,Suburb,1996,321445.2548807215,1
41092,2911,4,2,Urban,1965,295221.4548965393,2
41093,1696,4,1,Urban,2015,244706.58312272167,2
41094,2540,2,1,Urban,1955,293639.5212157373,2
41095,2606,2,2,Suburb,1970,318288.32702876,1
41096,1341,5,2,Suburb,1951,158338.29677247326,1
41097,1752,4,2,Urban,1999,156966.19219530455,2
41098,2886,4,2,Suburb,1975,299724.93834538385,1
41099,1415,2,2,Rural,1993,218373.1751127109,0
41100,2479,4,1,Suburb,1982,225920.48508254148,1
41101,2320,3,2,Urban,1962,227814.74535401465,2
41102,1937,4,3,Suburb,1953,258597.9342256292,1
41103,2354,4,1,Urban,1990,232565.50714453403,2
41104,2728,2,3,Urban,1999,336237.32380849856,2
41105,2006,2,2,Suburb,1950,243234.272931028,1
41106,1679,5,1,Rural,2001,203776.90942601487,0
41107,2362,2,2,Rural,1988,305154.4109839229,0
41108,1747,3,2,Suburb,2020,234314.1903840563,1
41109,1805,4,2,Urban,2014,153329.53589502856,2
41110,2321,5,1,Urban,1981,263131.6636029269,2
41111,2783,4,1,Rural,1980,347186.6436511544,0
41112,2700,2,3,Suburb,2007,232918.470552262,1
41113,1311,4,1,Suburb,1989,205867.15612950304,1
41114,2606,4,2,Urban,2015,309702.6550562366,2
41115,2766,3,3,Urban,1969,334412.03195657465,2
41116,1054,4,1,Rural,2001,152853.80172290688,0
41117,1693,3,3,Suburb,1974,250469.2889662992,1
41118,1533,4,2,Urban,1981,105588.689689693,2
41119,2818,2,1,Rural,2002,304842.782057852,0
41120,1104,5,2,Urban,2008,137246.14498178306,2
41121,2198,2,2,Suburb,1993,174826.5377560094,1
41122,1293,5,3,Rural,1981,239577.9091842884,0
41123,1879,4,3,Urban,1951,190071.11359087253,2
41124,1550,2,3,Rural,1951,198446.03600323453,0
41125,1910,3,3,Urban,1969,163850.28781843602,2
41126,1374,2,3,Rural,2012,115555.24648976632,0
41127,1449,3,1,Rural,2006,134581.70940783917,0
41128,2468,4,3,Rural,1966,341245.92749214056,0
41129,2083,4,1,Suburb,2012,219869.33868837083,1
41130,2415,5,1,Suburb,1986,221134.2691800748,1
41131,1811,2,2,Suburb,1961,189028.44594559804,1
41132,2834,4,1,Rural,2020,289072.3924131595,0
41133,1389,5,2,Suburb,2018,190401.52819438445,1
41134,2235,5,2,Rural,2002,297713.19584843336,0
41135,1666,4,3,Suburb,2008,123177.7754603233,1
41136,2708,3,3,Rural,2010,267361.60015154415,0
41137,2558,3,3,Urban,1981,260341.84296202532,2
41138,2263,5,1,Suburb,1970,196583.81728373008,1
41139,2511,4,3,Urban,1986,239289.9081830797,2
41140,2744,2,2,Suburb,1992,327442.29982744897,1
41141,2145,2,3,Urban,1960,255552.4969634977,2
41142,2276,5,3,Suburb,2001,227970.62113768503,1
41143,1140,2,2,Urban,1983,103362.616910051,2
41144,2475,4,1,Suburb,2005,329875.1995284143,1
41145,2875,2,1,Rural,1969,346466.55873820593,0
41146,1873,2,1,Suburb,1953,202327.9772134332,1
41147,2855,4,2,Suburb,2005,283140.5167797767,1
41148,2176,3,2,Rural,2003,293415.7285471453,0
41149,2916,3,1,Urban,1968,299569.3386799849,2
41150,2749,5,3,Suburb,1975,275563.91392282007,1
41151,2331,4,2,Suburb,2011,210056.2148372077,1
41152,2583,3,1,Rural,1954,216002.04363025,0
41153,2340,2,1,Urban,1990,197172.9081458533,2
41154,2552,5,1,Rural,1987,299269.7083359337,0
41155,2319,4,1,Urban,2020,272651.3495396152,2
41156,1842,4,3,Urban,1973,308512.2059527447,2
41157,2368,5,3,Urban,1982,331299.2707074602,2
41158,2604,3,2,Suburb,2000,267195.0750994229,1
41159,1596,5,2,Suburb,1994,159851.48661211017,1
41160,2305,5,1,Suburb,2010,321841.5643161212,1
41161,2231,4,3,Rural,1971,277196.06237426546,0
41162,1951,4,2,Suburb,1978,269614.0149606349,1
41163,1551,2,3,Rural,2003,152496.48653318986,0
41164,2119,5,2,Urban,1979,185338.16739157695,2
41165,2475,4,1,Rural,1985,249455.73075352295,0
41166,2785,4,1,Urban,2000,361043.67038004793,2
41167,1372,4,2,Rural,2005,235742.2516945268,0
41168,1647,4,3,Urban,1995,217768.7065813825,2
41169,2096,5,3,Suburb,1961,267229.28430442803,1
41170,2836,5,1,Rural,1969,233167.6203440145,0
41171,2808,3,1,Suburb,1975,311403.06737505,1
41172,2704,5,3,Rural,1999,282385.7995668351,0
41173,1332,4,3,Suburb,1974,133786.52867483237,1
41174,1392,2,1,Urban,1971,161042.13033569392,2
41175,2733,5,2,Urban,1985,314292.4364339884,2
41176,2882,3,2,Rural,1957,291092.2408892301,0
41177,2129,5,3,Suburb,1973,234004.0030283072,1
41178,2124,4,3,Rural,1977,223778.4996389517,0
41179,2382,3,2,Suburb,1980,265960.13045109384,1
41180,2770,4,1,Urban,1986,369478.2860474522,2
41181,2815,4,1,Rural,1991,373953.0465435085,0
41182,2352,5,1,Suburb,1977,198088.92500169465,1
41183,2912,5,2,Rural,1986,260770.04071933497,0
41184,2641,3,1,Suburb,2014,269088.92142715363,1
41185,1394,3,2,Suburb,1985,120518.90467108936,1
41186,1034,3,2,Rural,1961,120972.45518201005,0
41187,1156,3,3,Suburb,1976,116300.6772636256,1
41188,1903,2,2,Rural,1960,227307.32278162715,0
41189,2296,3,2,Suburb,2002,261989.3922083043,1
41190,1966,5,3,Suburb,1967,166524.87027524575,1
41191,1395,2,3,Urban,2003,149113.23829649496,2
41192,2775,4,2,Urban,2008,279286.0924882236,2
41193,1206,4,3,Rural,2015,107007.82605441204,0
41194,2780,3,1,Suburb,1998,318236.6138773876,1
41195,2628,4,1,Rural,2012,293460.33431388607,0
41196,1620,2,2,Urban,1994,155361.69935460627,2
41197,2329,5,3,Urban,2021,288261.1924132048,2
41198,2649,5,3,Urban,1986,322281.7757949681,2
41199,2559,2,1,Urban,1962,233042.93816270604,2
41200,1804,3,2,Suburb,1995,335237.0368000336,1
41201,1461,3,2,Urban,2017,205534.04576177537,2
41202,1251,3,2,Urban,2019,118410.36240008702,2
41203,2290,2,1,Urban,1980,273717.28647663654,2
41204,1866,3,3,Urban,1957,164818.93656839454,2
41205,1208,5,2,Urban,1969,137342.83038972013,2
41206,1954,2,3,Suburb,1999,227697.0359070772,1
41207,2590,2,1,Rural,1973,291067.4104248293,0
41208,1538,4,2,Rural,1979,217797.51767289743,0
41209,1834,4,3,Suburb,1959,65480.45206310391,1
41210,1502,3,3,Rural,2020,120077.04088813304,0
41211,1955,3,1,Urban,1987,257896.73610454384,2
41212,1513,5,1,Urban,1994,170986.33779184445,2
41213,1579,3,2,Suburb,1988,217354.3778326745,1
41214,2937,5,1,Urban,1958,329163.29044363176,2
41215,2171,3,3,Urban,2003,238200.89202057733,2
41216,2854,5,2,Suburb,2008,286703.7444655627,1
41217,2997,2,2,Suburb,1964,280552.6582150726,1
41218,1839,5,1,Suburb,2006,262994.83846577146,1
41219,2665,3,1,Suburb,1978,307081.59176433686,1
41220,1985,4,2,Suburb,1960,222384.87119857757,1
41221,1082,3,2,Urban,2019,113909.77708137248,2
41222,2065,2,1,Urban,1975,214110.4458090052,2
41223,1155,4,1,Rural,1957,82669.77301699325,0
41224,2692,5,3,Rural,1962,258613.45900697168,0
41225,1452,4,2,Suburb,2009,217030.45449972973,1
41226,2642,3,3,Urban,1995,254616.75789562945,2
41227,2307,4,2,Suburb,1972,249791.7504167596,1
41228,2211,4,1,Rural,2012,262074.21969973872,0
41229,1616,3,1,Urban,1951,204589.6239232258,2
41230,1623,3,1,Suburb,2001,111070.2400195002,1
41231,2497,2,3,Suburb,1951,230130.23338544788,1
41232,1506,4,3,Suburb,1995,190654.31625651495,1
41233,2156,5,3,Rural,1957,303402.5984467092,0
41234,2294,3,3,Urban,1993,212099.26684493583,2
41235,1621,4,1,Urban,1999,276174.53980908234,2
41236,2096,3,3,Urban,2006,205572.39426060472,2
41237,2951,2,3,Urban,1951,287939.4457399519,2
41238,2459,3,1,Urban,1961,234731.2995984816,2
41239,2881,3,3,Rural,1986,273213.5224004145,0
41240,1292,2,2,Urban,1974,136018.8181717249,2
41241,1654,3,1,Suburb,1994,205236.3265816499,1
41242,1936,2,3,Suburb,2016,288913.6866336087,1
41243,2795,4,3,Urban,1950,352668.1803472335,2
41244,1756,4,3,Urban,1984,203466.41572509485,2
41245,2460,4,1,Rural,2000,264425.177385864,0
41246,1995,5,3,Rural,2000,287703.8242386253,0
41247,2875,3,3,Urban,1980,231475.6119500797,2
41248,1666,2,3,Rural,1990,154238.54598359647,0
41249,2684,3,1,Rural,2007,195321.960688531,0
41250,1059,5,1,Rural,1963,123391.63850956658,0
41251,2621,3,2,Suburb,1958,262958.9509506617,1
41252,2727,5,3,Suburb,1971,279740.8264837475,1
41253,1326,3,2,Urban,1960,173430.3865865747,2
41254,2966,5,1,Urban,2006,285699.049252731,2
41255,2205,2,2,Urban,2021,207404.89237179287,2
41256,1798,3,1,Suburb,1982,224983.05658348952,1
41257,1784,3,2,Urban,1973,154991.2329636786,2
41258,1766,2,1,Rural,1983,162859.271115084,0
41259,2457,2,2,Suburb,2006,256745.59841616327,1
41260,1518,4,3,Suburb,2005,204678.42354609552,1
41261,1637,5,2,Suburb,2001,235732.51181601535,1
41262,1082,2,3,Rural,2019,120065.39609376718,0
41263,1027,4,3,Suburb,2017,205051.52339156452,1
41264,1265,5,2,Rural,2007,132896.8729188008,0
41265,2306,4,1,Rural,2020,259963.8495770087,0
41266,1396,3,3,Rural,1953,201955.1596663952,0
41267,1961,5,2,Urban,1978,173830.84302223334,2
41268,1762,3,2,Rural,1985,268418.66598896903,0
41269,1979,3,3,Rural,1996,188759.52776132608,0
41270,2723,3,1,Suburb,1972,313797.69717283366,1
41271,2406,3,3,Urban,1950,214791.10181948813,2
41272,1810,3,2,Urban,1987,146797.70918646044,2
41273,1580,3,2,Urban,1958,173350.49720745537,2
41274,2342,4,3,Urban,1963,324037.0042376312,2
41275,2861,4,1,Rural,1954,351995.4768633829,0
41276,1610,5,3,Suburb,1969,218151.02510561887,1
41277,1192,5,3,Rural,1993,257019.090112817,0
41278,1226,5,3,Urban,1981,128708.78589611784,2
41279,1450,3,1,Urban,1965,263965.5714951968,2
41280,2205,3,3,Suburb,1976,202788.07123838,1
41281,1931,4,3,Suburb,1970,212167.3685255816,1
41282,2350,4,2,Rural,1982,270300.68859392416,0
41283,2628,5,2,Rural,1974,305916.01795027923,0
41284,1654,2,1,Rural,1991,211585.8565228972,0
41285,1202,2,1,Urban,1952,66949.4602836677,2
41286,1401,3,2,Rural,1956,196088.35368753332,0
41287,2667,3,3,Urban,1955,191792.0780071552,2
41288,1471,3,1,Suburb,1959,145930.5739056244,1
41289,2802,4,1,Rural,2012,252270.63973120545,0
41290,2669,3,1,Rural,1966,275296.35535856144,0
41291,1889,3,2,Urban,1972,179921.15143521156,2
41292,1178,3,3,Rural,1977,130784.74933445544,0
41293,2721,2,1,Urban,1953,336588.40390962595,2
41294,2979,2,2,Urban,1981,246178.81286786412,2
41295,2041,5,2,Suburb,2005,254742.09104434773,1
41296,1462,3,2,Rural,1950,237424.75062433525,0
41297,1834,4,1,Urban,1954,346901.4044010646,2
41298,2936,2,2,Rural,1995,285639.5486151493,0
41299,1608,5,2,Suburb,1950,162798.86329994298,1
41300,2569,3,3,Rural,2019,218305.83278291996,0
41301,1925,2,2,Urban,2017,127644.6499909926,2
41302,2426,4,1,Rural,1960,288538.2826999097,0
41303,2416,4,2,Urban,2009,337465.8426798081,2
41304,1935,4,3,Urban,1987,271367.4048507096,2
41305,1299,4,2,Suburb,1977,111572.60182309715,1
41306,1350,3,1,Rural,2019,206478.476720018,0
41307,1186,5,2,Rural,1967,222658.7466724476,0
41308,2370,5,1,Urban,1990,240263.5385371241,2
41309,1622,4,2,Suburb,2000,278292.8189995399,1
41310,2432,3,2,Urban,1997,272531.4494997591,2
41311,2782,5,1,Suburb,1975,319121.0147417228,1
41312,1070,5,2,Rural,1954,121529.41574905456,0
41313,2844,5,1,Urban,2014,218815.60241151863,2
41314,2967,4,2,Urban,2000,314471.0673094214,2
41315,2350,3,1,Urban,2019,250312.5173288767,2
41316,2235,4,2,Rural,2019,235520.7571736811,0
41317,1308,3,2,Rural,2020,94563.62814894736,0
41318,2131,2,2,Suburb,2010,263346.234790469,1
41319,1176,3,3,Suburb,2019,112345.39980731308,1
41320,1426,3,2,Rural,1959,93175.4863766926,0
41321,1739,4,3,Urban,2013,178189.21432899334,2
41322,1530,4,1,Rural,1992,165580.5874923897,0
41323,2857,2,3,Suburb,1969,375838.5727762486,1
41324,1417,4,2,Rural,2016,117434.1663561055,0
41325,1247,3,2,Suburb,1962,81609.29319470246,1
41326,1208,5,3,Rural,1995,73609.81488760105,0
