,SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,target
47022,1208,4,2,Urban,2003,210509.72039503997,227166.1971394754
47023,1266,2,1,Suburb,1968,168891.59738738346,223234.18985728978
47024,1655,2,2,Urban,1985,167061.58293399104,227166.1971394754
47025,1996,2,1,Urban,1954,169898.15725518658,227166.1971394754
47026,1553,2,3,Rural,1966,170294.4400215888,224096.1260397619
47027,1735,5,1,Rural,1952,218842.85592722165,224096.1260397619
47028,2881,3,1,Rural,2012,329582.4615766936,224096.1260397619
47029,2529,2,1,Urban,1967,257583.13515626144,227166.1971394754
47030,2587,4,1,Urban,2013,275137.8340348773,227166.1971394754
47031,1420,5,3,Urban,2019,150934.09603353371,227166.1971394754
47032,1307,3,2,Urban,2018,183393.7382194864,227166.1971394754
47033,1136,3,1,Urban,1992,155534.62073787954,227166.1971394754
47034,2442,2,2,Urban,2009,268854.3961408762,227166.1971394754
47035,1194,2,1,Urban,1950,187242.60651790816,227166.1971394754
47036,2118,3,2,Rural,1969,387526.2527551316,224096.1260397619
47037,2513,4,3,Urban,2008,264146.09691760776,227166.1971394754
47038,2926,2,2,Rural,1957,356774.3613730559,224096.1260397619
47039,2281,3,2,Suburb,1982,137447.9457811471,223234.18985728978
47040,2048,5,3,Rural,1968,186417.11249275733,224096.1260397619
47041,2255,3,2,Rural,1977,203249.20874479503,224096.1260397619
47042,2355,2,1,Rural,1997,238554.28861152392,224096.1260397619
47043,1605,5,1,Suburb,1977,211462.83738059757,223234.18985728978
47044,2013,4,3,Rural,1950,233469.9425194848,224096.1260397619
47045,1861,3,3,Urban,1989,121679.1426122356,227166.1971394754
47046,1220,3,3,Rural,1955,190377.37057297505,224096.1260397619
47047,1296,3,1,Suburb,1994,161318.40120144206,223234.18985728978
47048,2226,5,2,Urban,1956,213168.8317965128,227166.1971394754
47049,2010,2,3,Urban,1997,225398.3496757729,227166.1971394754
47050,2971,3,1,Rural,2009,319624.42923412763,224096.1260397619
47051,1342,5,2,Urban,1990,95170.11762252434,227166.1971394754
47052,1592,3,1,Urban,1994,161844.5655248114,227166.1971394754
47053,2228,2,2,Rural,2021,253750.82143038404,224096.1260397619
47054,2984,5,3,Suburb,2009,279994.23956087505,223234.18985728978
47055,1891,4,3,Urban,1992,229970.9166584737,227166.1971394754
47056,1076,3,1,Suburb,2013,122699.1398875791,223234.18985728978
47057,2573,2,2,Suburb,2020,291128.2393873145,223234.18985728978
47058,1706,4,1,Urban,1973,191010.42431763903,227166.1971394754
47059,2999,2,2,Suburb,2012,254086.1050956007,223234.18985728978
47060,2065,4,1,Urban,1974,153707.50168552194,227166.1971394754
47061,2478,2,2,Rural,1961,331150.2147911155,224096.1260397619
47062,2205,4,3,Urban,1969,299904.284337529,227166.1971394754
47063,1756,5,1,Urban,2006,161525.20899735187,227166.1971394754
47064,2218,4,2,Rural,1962,303517.15231760754,224096.1260397619
47065,1589,2,1,Suburb,1982,184704.1981773089,223234.18985728978
47066,2855,3,1,Urban,1991,375433.4294077912,227166.1971394754
47067,2999,4,2,Suburb,1972,401981.8924556243,223234.18985728978
47068,1387,2,2,Suburb,1974,172630.53246179625,223234.18985728978
47069,1926,3,1,Rural,1983,154498.5481778182,224096.1260397619
47070,1636,5,1,Suburb,1998,301609.7785070603,223234.18985728978
47071,1140,5,2,Urban,2005,93736.42301490049,227166.1971394754
47072,2050,3,3,Urban,1968,206102.93089073556,227166.1971394754
47073,2338,2,1,Suburb,1971,282560.17377135204,223234.18985728978
47074,2344,2,1,Urban,1959,225442.99297219585,227166.1971394754
47075,1447,4,2,Rural,1955,222525.2154607976,224096.1260397619
47076,2816,5,1,Urban,2013,301405.59910605947,227166.1971394754
47077,1292,5,3,Suburb,1950,131353.95678481978,223234.18985728978
47078,2777,5,1,Urban,1963,392674.160817616,227166.1971394754
47079,2259,5,1,Urban,1987,231023.4061971848,227166.1971394754
47080,1714,2,1,Rural,1953,119498.8575686317,224096.1260397619
47081,1456,5,3,Suburb,2020,197917.4309876096,223234.18985728978
47082,1891,3,3,Rural,1950,188931.99861770068,224096.1260397619
47083,1838,2,3,Suburb,2012,213647.2040716452,223234.18985728978
47084,1653,3,2,Suburb,1988,202220.44748927176,223234.18985728978
47085,2629,3,2,Urban,1985,353932.2008616546,227166.1971394754
47086,1663,2,3,Suburb,1991,166994.39769094464,223234.18985728978
47087,1764,3,2,Suburb,2018,158575.72867875177,223234.18985728978
47088,2090,3,2,Rural,1989,199348.417135636,224096.1260397619
47089,1175,4,1,Urban,1989,75650.25696983877,227166.1971394754
47090,1509,5,2,Rural,2004,230391.1455100112,224096.1260397619
47091,2638,3,2,Urban,2021,234297.88748644985,227166.1971394754
47092,2114,4,1,Rural,2003,201348.38152064127,224096.1260397619
47093,1704,4,1,Rural,1992,147558.25801360558,224096.1260397619
47094,2189,5,2,Urban,2015,223606.796155956,227166.1971394754
47095,1601,4,1,Urban,1986,217525.871485463,227166.1971394754
47096,1837,4,3,Urban,2007,241355.3489386925,227166.1971394754
47097,2850,3,1,Rural,1951,400028.4873091647,224096.1260397619
47098,2001,5,2,Suburb,2013,197635.9435553042,223234.18985728978
47099,2803,5,2,Suburb,1968,204206.26572632164,223234.18985728978
47100,2461,3,3,Rural,2006,258740.5920980389,224096.1260397619
47101,1050,2,2,Rural,1991,38518.22881958242,224096.1260397619
47102,2701,4,1,Urban,1978,326680.57523366826,227166.1971394754
47103,1685,3,3,Urban,1972,179776.8362879305,227166.1971394754
47104,2762,4,2,Urban,1955,266897.6325804607,227166.1971394754
47105,1265,5,1,Rural,1986,196353.5295594287,224096.1260397619
47106,2544,5,1,Urban,1991,328889.54307383683,227166.1971394754
47107,2110,4,2,Suburb,1975,292141.0680871741,223234.18985728978
47108,1605,5,2,Urban,1973,225249.0790400319,227166.1971394754
47109,2075,5,2,Urban,2008,177105.68295074717,227166.1971394754
47110,2202,2,2,Urban,1961,172199.62712296526,227166.1971394754
47111,2301,5,1,Rural,2003,299713.5144514573,224096.1260397619
47112,2262,5,2,Suburb,1974,243671.05056873892,223234.18985728978
47113,1584,4,1,Urban,1959,252700.7129070179,227166.1971394754
47114,1338,3,1,Urban,1954,144951.370206152,227166.1971394754
47115,2095,5,1,Suburb,1982,271918.84956768545,223234.18985728978
47116,1373,5,2,Urban,2020,135927.03303986148,227166.1971394754
47117,1579,3,1,Urban,1963,186115.0480665316,227166.1971394754
47118,1516,3,3,Rural,1993,161809.08576132427,224096.1260397619
47119,2874,3,2,Rural,1984,271110.9486771508,224096.1260397619
47120,2261,4,3,Rural,1981,265789.4508838179,224096.1260397619
47121,2489,5,2,Rural,1993,379490.5064618466,224096.1260397619
47122,1120,5,2,Rural,2011,196179.72134826507,224096.1260397619
47123,2436,3,3,Rural,2021,371640.0529938004,224096.1260397619
47124,2746,2,2,Suburb,1998,210760.84800199769,223234.18985728978
47125,2797,4,2,Urban,2007,365010.8526793771,227166.1971394754
47126,1836,3,1,Suburb,1982,166262.1667112325,223234.18985728978
47127,1569,3,2,Suburb,1983,162815.79132668744,223234.18985728978
47128,1042,5,3,Suburb,1972,109161.24297811792,223234.18985728978
47129,2527,2,3,Suburb,1992,320077.5549558983,223234.18985728978
47130,2220,4,2,Rural,1993,267087.3967844639,224096.1260397619
47131,1071,2,1,Urban,2003,103346.02027785088,227166.1971394754
47132,1090,2,3,Rural,1956,57925.822923817206,224096.1260397619
47133,2572,5,2,Rural,2015,317331.37763151224,224096.1260397619
47134,1490,3,2,Urban,1971,210679.22164471028,227166.1971394754
47135,2849,3,3,Rural,2018,291726.6279129721,224096.1260397619
47136,1748,2,1,Suburb,1991,229427.41613810972,223234.18985728978
47137,1997,4,1,Suburb,1951,289793.59761464444,223234.18985728978
47138,1382,4,3,Rural,1973,200001.030587317,224096.1260397619
47139,1804,5,3,Urban,2013,200569.07120546355,227166.1971394754
47140,2489,4,3,Suburb,2013,310481.86144984525,223234.18985728978
47141,2177,5,3,Rural,1998,283331.0315387843,224096.1260397619
47142,1169,2,1,Suburb,1951,93180.31460324732,223234.18985728978
47143,2295,4,3,Urban,1989,323686.8469212263,227166.1971394754
47144,1917,3,1,Suburb,1990,169063.06993553127,223234.18985728978
47145,2133,2,1,Urban,1963,211512.777437396,227166.1971394754
47146,1150,5,1,Suburb,1953,131290.61302839182,223234.18985728978
47147,1430,2,2,Suburb,1964,96243.65084778474,223234.18985728978
47148,1450,2,2,Suburb,2008,188438.90589239355,223234.18985728978
47149,1642,5,2,Rural,1975,276836.3316107664,224096.1260397619
47150,1779,4,3,Rural,2013,80391.0414791586,224096.1260397619
47151,1022,4,2,Rural,1955,166787.24832546824,224096.1260397619
47152,1366,3,2,Suburb,1964,244914.7920746846,223234.18985728978
47153,1650,4,3,Urban,1978,127128.69968939733,227166.1971394754
47154,1819,5,2,Urban,1979,232338.2141672701,227166.1971394754
47155,1238,5,1,Rural,2019,131229.9924492119,224096.1260397619
47156,1433,5,1,Rural,1951,149078.40735901875,224096.1260397619
47157,2976,4,3,Suburb,1975,279861.3737620779,223234.18985728978
47158,1703,5,3,Suburb,1980,272942.6951989613,223234.18985728978
47159,2150,4,1,Urban,1985,283144.92381211283,227166.1971394754
47160,1941,5,3,Rural,1989,184938.1377071746,224096.1260397619
47161,1540,5,3,Suburb,1953,141008.73449277534,223234.18985728978
47162,1632,4,3,Suburb,1991,88389.73679001315,223234.18985728978
47163,1197,3,3,Suburb,2002,179165.82952083938,223234.18985728978
47164,2709,3,1,Rural,1985,317482.94671491126,224096.1260397619
47165,2679,3,3,Suburb,1956,322648.8710884692,223234.18985728978
47166,1481,4,2,Urban,1999,102076.66316041871,227166.1971394754
47167,2202,5,3,Rural,1955,300619.9218356138,224096.1260397619
47168,1868,4,3,Urban,1968,199297.90609338912,227166.1971394754
47169,1522,2,1,Rural,2004,92450.1557909074,224096.1260397619
47170,1650,2,2,Suburb,1989,127233.2706769447,223234.18985728978
47171,1958,4,3,Suburb,1998,239780.5002286301,223234.18985728978
47172,1436,2,3,Urban,1975,214486.45019887303,227166.1971394754
47173,2788,3,1,Suburb,1992,247601.59790568717,223234.18985728978
47174,1856,3,3,Rural,1951,114927.50016165146,224096.1260397619
47175,1313,3,3,Suburb,1981,126221.7682022658,223234.18985728978
47176,1018,2,3,Suburb,2006,132312.58311238023,223234.18985728978
47177,2183,3,1,Rural,1972,192860.5193519492,224096.1260397619
47178,1817,3,3,Suburb,1999,68358.84804275545,223234.18985728978
47179,1121,3,2,Rural,1970,222265.7005289116,224096.1260397619
47180,1071,4,3,Rural,1967,185927.71599743728,224096.1260397619
47181,2078,5,1,Suburb,2005,312241.84360522835,223234.18985728978
47182,1459,5,2,Suburb,1993,205863.551828524,223234.18985728978
47183,1168,4,1,Suburb,2005,174252.27995216812,223234.18985728978
47184,2634,3,3,Urban,1954,276625.25280493306,227166.1971394754
47185,1581,3,3,Rural,1955,182823.32376214143,224096.1260397619
47186,2172,4,1,Rural,1991,279700.24057662,224096.1260397619
47187,1628,4,3,Urban,1964,258799.6793378968,227166.1971394754
47188,1025,2,2,Urban,1954,98428.65526428504,227166.1971394754
47189,2271,4,1,Urban,1984,248454.69985840368,227166.1971394754
47190,2920,3,3,Suburb,1975,201322.87939972876,223234.18985728978
47191,1720,4,2,Rural,1992,218137.31915355477,224096.1260397619
47192,2250,3,3,Rural,1995,192579.91373221105,224096.1260397619
47193,2946,2,3,Suburb,2010,394627.93893325154,223234.18985728978
47194,2969,4,1,Urban,1960,339868.2323497589,227166.1971394754
47195,2649,2,2,Urban,1979,239937.4002302955,227166.1971394754
47196,2729,3,2,Urban,1966,326751.2827673529,227166.1971394754
47197,2507,3,2,Urban,2012,177035.36832837143,227166.1971394754
47198,2856,3,3,Urban,1996,290649.78413495165,227166.1971394754
47199,2033,3,3,Suburb,1996,302678.9945514402,223234.18985728978
47200,2118,2,1,Urban,2021,191357.618107944,227166.1971394754
47201,1120,4,1,Suburb,1996,156408.8476751006,223234.18985728978
47202,1125,4,3,Rural,1953,140077.24158554993,224096.1260397619
47203,1548,3,3,Suburb,1955,172924.65414724147,223234.18985728978
47204,2092,3,2,Suburb,2018,214851.3221674729,223234.18985728978
47205,1296,2,3,Suburb,2019,241074.45220467803,223234.18985728978
47206,1685,2,2,Urban,1996,173529.60662546367,227166.1971394754
47207,2524,3,1,Urban,1991,266760.98612568143,227166.1971394754
47208,1972,3,3,Urban,1983,250750.79334932283,227166.1971394754
47209,2068,4,3,Rural,1991,176329.38062349262,224096.1260397619
47210,1634,4,2,Suburb,2013,173667.71606117216,223234.18985728978
47211,1381,4,1,Rural,1997,164555.51648757324,224096.1260397619
47212,2050,3,3,Rural,1995,235580.8113698836,224096.1260397619
47213,1704,5,2,Suburb,1969,273870.0021667729,223234.18985728978
47214,1496,2,3,Urban,1984,172735.0672309288,227166.1971394754
47215,1851,2,1,Suburb,2014,186326.75847492224,223234.18985728978
47216,2159,2,2,Suburb,1987,200486.87965887572,223234.18985728978
47217,1706,3,2,Urban,2004,214337.2842257355,227166.1971394754
47218,2072,3,2,Rural,1990,172103.16492041544,224096.1260397619
47219,2631,2,1,Urban,1979,265086.5512605666,227166.1971394754
47220,2530,2,2,Urban,1981,220344.72344911905,227166.1971394754
47221,1120,2,1,Urban,1974,150131.8384353511,227166.1971394754
47222,2784,3,3,Suburb,1988,296655.1036107373,223234.18985728978
47223,2240,5,3,Urban,2012,305095.0349415061,227166.1971394754
47224,1625,5,2,Rural,1953,147919.55205107536,224096.1260397619
47225,1525,5,3,Suburb,2020,209574.30605250347,223234.18985728978
47226,2597,4,3,Urban,1985,242563.79844742257,227166.1971394754
47227,2066,4,3,Suburb,1959,247307.08457923948,223234.18985728978
47228,2946,3,2,Suburb,2013,317233.3141096649,223234.18985728978
47229,1751,5,2,Suburb,1953,233299.6933250828,223234.18985728978
47230,1095,5,1,Suburb,2011,121083.42271907696,223234.18985728978
47231,1026,4,3,Urban,2019,123545.0646074548,227166.1971394754
47232,1835,5,1,Suburb,2021,287288.6448209482,223234.18985728978
47233,2918,2,1,Rural,1966,276757.7764359087,224096.1260397619
47234,2265,4,3,Urban,1962,196446.57555957983,227166.1971394754
47235,1486,2,1,Urban,1969,137087.87183917832,227166.1971394754
47236,2994,5,2,Rural,1970,252813.09266903333,224096.1260397619
47237,1239,3,3,Rural,1964,200867.23089198495,224096.1260397619
47238,2327,5,3,Urban,2003,246687.66617980463,227166.1971394754
47239,1066,3,3,Suburb,1986,149494.39117093512,223234.18985728978
47240,2304,2,2,Suburb,1954,253692.94195184085,223234.18985728978
47241,2215,2,1,Rural,1958,261088.4963134644,224096.1260397619
47242,2142,5,2,Urban,1997,181290.8128970393,227166.1971394754
47243,2175,4,1,Rural,1971,228350.58766734268,224096.1260397619
47244,2800,2,2,Rural,1964,326876.36813374696,224096.1260397619
47245,2415,3,2,Urban,1990,307390.9024041087,227166.1971394754
47246,1230,3,3,Suburb,1962,177084.4637638055,223234.18985728978
47247,1350,4,2,Rural,1955,256995.37436987425,224096.1260397619
47248,1760,5,2,Urban,1962,234537.85400686803,227166.1971394754
47249,2594,2,1,Suburb,1979,295612.98610688857,223234.18985728978
47250,2552,5,1,Urban,2020,351074.66645995696,227166.1971394754
47251,2194,2,2,Rural,1954,265839.4002064948,224096.1260397619
47252,1862,5,3,Urban,1968,279325.7615710802,227166.1971394754
47253,2987,4,3,Urban,1997,319215.98177756305,227166.1971394754
47254,2155,3,1,Suburb,1977,149543.118708176,223234.18985728978
47255,1356,5,1,Urban,1963,198576.968132034,227166.1971394754
47256,2671,5,3,Suburb,2020,292711.14431957103,223234.18985728978
47257,2065,2,1,Suburb,1980,254327.28168626095,223234.18985728978
47258,2328,5,1,Urban,1960,214097.57027727185,227166.1971394754
47259,2029,5,1,Urban,1980,254584.30015333425,227166.1971394754
47260,1328,4,3,Urban,2011,158645.2454510476,227166.1971394754
47261,2193,5,3,Suburb,1950,272670.2541213578,223234.18985728978
47262,2991,4,2,Rural,1958,274876.1755526068,224096.1260397619
47263,2823,4,1,Rural,2003,311214.37978622824,224096.1260397619
47264,1910,4,2,Rural,1992,289415.8083099519,224096.1260397619
47265,1337,2,2,Suburb,1967,106771.35572359338,223234.18985728978
47266,2750,4,2,Suburb,1995,307070.7144933549,223234.18985728978
47267,2092,2,1,Rural,1971,170048.19407567836,224096.1260397619
47268,1881,3,3,Urban,1964,216881.4533995471,227166.1971394754
47269,1538,4,1,Suburb,1998,180765.45142887492,223234.18985728978
47270,1736,5,3,Rural,1996,178188.660483912,224096.1260397619
47271,2857,4,1,Suburb,1978,258293.17260423055,223234.18985728978
47272,2530,3,3,Urban,2010,229790.2749259249,227166.1971394754
47273,2769,4,2,Urban,1962,361694.0832229226,227166.1971394754
47274,2509,2,1,Suburb,1979,155369.09400655978,223234.18985728978
47275,1442,3,3,Rural,1956,147921.60199961616,224096.1260397619
47276,1923,3,2,Suburb,1972,136205.682023351,223234.18985728978
47277,1919,2,2,Suburb,2016,207391.0504860758,223234.18985728978
47278,1050,2,2,Urban,1984,127591.26090711524,227166.1971394754
47279,1148,5,2,Urban,1965,152486.76180875508,227166.1971394754
47280,2950,3,3,Rural,1959,278700.39064154297,224096.1260397619
47281,2610,4,3,Urban,2021,275878.3505248634,227166.1971394754
47282,2841,2,2,Rural,1994,397560.0102393243,224096.1260397619
47283,2115,5,2,Rural,2013,283995.6282017251,224096.1260397619
47284,1367,2,2,Suburb,1973,143669.28933240473,223234.18985728978
47285,2959,2,2,Urban,1964,299537.21140735823,227166.1971394754
47286,1579,5,2,Suburb,2001,153663.7673464661,223234.18985728978
47287,2770,3,1,Suburb,1966,317412.6391247664,223234.18985728978
47288,2897,4,3,Suburb,2012,285985.8986247156,223234.18985728978
47289,1655,2,3,Urban,2015,241635.46633465355,227166.1971394754
47290,1075,3,1,Rural,1974,110504.01898545798,224096.1260397619
47291,2109,5,3,Rural,2019,237790.41849690623,224096.1260397619
47292,1226,5,2,Suburb,1991,151223.58681814116,223234.18985728978
47293,2386,5,3,Urban,2001,300103.46000357,227166.1971394754
47294,1958,3,2,Urban,1966,240678.52779543455,227166.1971394754
47295,2591,4,3,Urban,2006,361990.2033042552,227166.1971394754
47296,1591,3,1,Rural,1992,78223.03709589844,224096.1260397619
47297,1023,3,3,Urban,1992,97239.7305587704,227166.1971394754
47298,2762,5,2,Suburb,2019,321955.11199682165,223234.18985728978
47299,1027,2,1,Rural,1976,113606.51098142075,224096.1260397619
47300,1120,2,2,Rural,1987,157450.23385983772,224096.1260397619
47301,2513,5,3,Suburb,1955,310417.8835992922,223234.18985728978
47302,2628,2,1,Urban,1996,285659.4058244717,227166.1971394754
47303,1852,5,2,Rural,2012,229683.62290560544,224096.1260397619
47304,1623,3,3,Suburb,2015,205518.62155557776,223234.18985728978
47305,1889,5,1,Suburb,1967,244794.6932054716,223234.18985728978
47306,2368,4,3,Urban,2013,293525.63812311547,227166.1971394754
47307,1030,4,1,Rural,2010,94729.94990522884,224096.1260397619
47308,2678,4,3,Suburb,1950,317817.85882176354,223234.18985728978
47309,2902,3,1,Rural,1962,276121.50029114867,224096.1260397619
47310,2833,2,2,Suburb,2001,311474.76258242305,223234.18985728978
47311,2250,3,3,Rural,1972,214022.6004056591,224096.1260397619
47312,1869,2,3,Suburb,1982,261771.0534050552,223234.18985728978
47313,2273,3,3,Suburb,1984,267135.9373690394,223234.18985728978
47314,1049,3,1,Suburb,1986,177532.62684873887,223234.18985728978
47315,1725,4,1,Urban,1995,155442.94441215467,227166.1971394754
47316,2915,3,3,Rural,1967,308615.34735389764,224096.1260397619
47317,1388,4,1,Rural,1989,90092.94110041887,224096.1260397619
47318,1943,3,2,Rural,1999,162675.5648758759,224096.1260397619
47319,2804,5,3,Suburb,2013,325592.3889989936,223234.18985728978
47320,2311,4,2,Urban,1965,273112.1597874008,227166.1971394754
47321,2730,5,3,Rural,1954,333070.2962072547,224096.1260397619
47322,2789,3,3,Rural,1961,299440.4069206517,224096.1260397619
47323,2614,3,3,Rural,1996,258318.0577119831,224096.1260397619
47324,2014,5,2,Urban,1954,144524.5996716717,227166.1971394754
47325,1474,2,1,Rural,1955,162617.54019395576,224096.1260397619
47326,1755,2,2,Rural,1979,179896.47962575912,224096.1260397619
47327,1602,2,2,Suburb,1996,134593.60853650147,223234.18985728978
47328,1925,3,2,Suburb,1970,276020.5849046441,223234.18985728978
47329,2029,2,3,Urban,1997,261833.25039147728,227166.1971394754
47330,1792,2,1,Rural,1956,170840.01979369498,224096.1260397619
47331,1411,3,1,Urban,1959,136685.72072803116,227166.1971394754
47332,2981,3,1,Suburb,1976,329095.820849489,223234.18985728978
47333,1661,2,1,Suburb,1993,223871.00375495196,223234.18985728978
47334,2347,2,2,Urban,2014,185664.89488252625,227166.1971394754
47335,2422,5,1,Suburb,1988,227190.2682521608,223234.18985728978
47336,2305,3,2,Rural,1983,281107.6680436095,224096.1260397619
47337,1190,3,2,Urban,1999,90546.7521844264,227166.1971394754
47338,1785,5,1,Rural,2011,245923.0597168712,224096.1260397619
47339,1584,4,1,Rural,2013,138779.7814643748,224096.1260397619
47340,1958,4,2,Urban,1955,246680.7585583296,227166.1971394754
47341,2853,3,1,Suburb,1992,298135.1157568469,223234.18985728978
47342,1499,3,3,Rural,1995,208564.89482288528,224096.1260397619
47343,1579,2,1,Suburb,2003,168206.94845483583,223234.18985728978
47344,1815,4,1,Rural,1997,152260.63769432745,224096.1260397619
47345,2457,2,3,Urban,2016,230782.75324175888,227166.1971394754
47346,2086,4,1,Rural,2006,211552.8028133416,224096.1260397619
47347,2476,5,1,Suburb,1966,303073.68018454267,223234.18985728978
47348,2516,2,1,Urban,1996,243749.49659508624,227166.1971394754
47349,2669,5,1,Suburb,1968,238415.43007893223,223234.18985728978
47350,2465,5,1,Rural,1972,296530.5301891056,224096.1260397619
47351,2330,4,1,Rural,1958,158659.1940254285,224096.1260397619
47352,1779,3,3,Suburb,1979,275261.9052889614,223234.18985728978
47353,2758,3,1,Rural,2006,228965.09261293657,224096.1260397619
47354,1942,5,3,Suburb,1982,211568.7989279953,223234.18985728978
47355,2149,3,2,Rural,1974,275202.92950180155,224096.1260397619
47356,1264,2,2,Suburb,1990,160790.1351250952,223234.18985728978
47357,1006,4,3,Suburb,1960,143032.50496181607,223234.18985728978
47358,2436,2,1,Urban,1975,334994.12917304435,227166.1971394754
47359,2229,3,3,Rural,1969,295967.4367472088,224096.1260397619
47360,2202,5,3,Urban,2011,301512.8518597707,227166.1971394754
47361,2491,4,3,Rural,1970,283665.16185580817,224096.1260397619
47362,2519,5,3,Rural,2000,186407.5309247313,224096.1260397619
47363,1694,4,3,Rural,1968,178202.43325665145,224096.1260397619
47364,1991,2,1,Rural,1972,222936.2213344086,224096.1260397619
47365,2466,3,2,Urban,1964,244433.7983145864,227166.1971394754
47366,2975,2,3,Urban,1990,319044.8651358121,227166.1971394754
47367,1917,5,1,Suburb,1980,275766.91622700985,223234.18985728978
47368,2251,2,3,Rural,1966,238721.9831353493,224096.1260397619
47369,1747,3,3,Suburb,1975,227960.9033748533,223234.18985728978
47370,1145,3,3,Suburb,1993,105507.24319386642,223234.18985728978
47371,2593,2,2,Urban,1995,269413.6692144114,227166.1971394754
47372,2319,4,1,Suburb,1957,158595.48714979633,223234.18985728978
47373,1240,3,1,Suburb,1969,122405.93977143354,223234.18985728978
47374,1856,3,3,Suburb,1991,174102.61870114834,223234.18985728978
47375,1286,3,1,Suburb,2019,139070.12108549807,223234.18985728978
47376,1951,3,2,Suburb,1997,263248.77332134685,223234.18985728978
47377,2698,4,3,Suburb,2020,296190.54949215904,223234.18985728978
47378,1025,4,3,Rural,1976,184869.9051392896,224096.1260397619
47379,1451,5,3,Rural,1954,126112.0760286231,224096.1260397619
47380,1105,5,3,Rural,2005,132254.4496153188,224096.1260397619
47381,1239,5,3,Suburb,1998,158427.50938955188,223234.18985728978
47382,2875,2,1,Urban,1974,398272.0261753262,227166.1971394754
47383,2441,2,2,Suburb,2007,260631.89932458964,223234.18985728978
47384,1331,5,3,Suburb,1961,142240.8882197289,223234.18985728978
47385,1911,3,2,Rural,1960,138942.7773860586,224096.1260397619
47386,2914,5,3,Urban,1961,331789.41703061387,227166.1971394754
47387,2065,2,1,Urban,2011,277883.4665751,227166.1971394754
47388,1644,4,2,Urban,1979,211483.5068162816,227166.1971394754
47389,2852,3,2,Urban,1979,259845.09795367,227166.1971394754
47390,2579,3,3,Suburb,1954,228830.7646082953,223234.18985728978
47391,1034,3,3,Suburb,2018,110602.97086867932,223234.18985728978
47392,1875,2,2,Rural,2018,140509.54256610136,224096.1260397619
47393,2370,3,1,Suburb,1968,226338.49452809183,223234.18985728978
47394,1383,3,3,Urban,1999,179121.814881341,227166.1971394754
47395,2536,4,3,Urban,2015,286550.0985475147,227166.1971394754
47396,2761,3,3,Suburb,1995,261858.46239614676,223234.18985728978
47397,1810,2,3,Suburb,1953,170103.73107081887,223234.18985728978
47398,2311,3,2,Urban,1995,230355.85651456716,227166.1971394754
47399,1747,2,2,Suburb,1991,143509.2466269501,223234.18985728978
47400,2894,4,3,Rural,1961,296122.7195663184,224096.1260397619
47401,1958,4,3,Urban,1960,127050.16706400333,227166.1971394754
47402,2056,3,1,Urban,1983,279631.7020277872,227166.1971394754
47403,1094,5,3,Urban,1975,134596.81726140357,227166.1971394754
47404,2019,4,1,Urban,1956,267716.8775005473,227166.1971394754
47405,1204,3,1,Suburb,1994,211810.3133960408,223234.18985728978
47406,2644,4,3,Urban,1950,307598.2895940695,227166.1971394754
47407,1833,4,3,Suburb,1979,252816.18995067803,223234.18985728978
47408,1029,2,3,Suburb,1968,225105.76280242333,223234.18985728978
47409,1265,5,1,Urban,1995,155986.1009371866,227166.1971394754
47410,1022,2,2,Rural,1979,152430.80190400744,224096.1260397619
47411,1608,3,1,Suburb,2008,211001.34052296667,223234.18985728978
47412,1038,3,3,Suburb,1972,73622.7649959278,223234.18985728978
47413,1172,2,1,Suburb,1975,180298.55078876443,223234.18985728978
47414,1759,5,2,Urban,1971,88178.43868807894,227166.1971394754
47415,2914,5,2,Rural,2008,430100.0194020664,224096.1260397619
47416,2436,5,1,Suburb,1968,216485.67895479305,223234.18985728978
47417,1413,4,1,Suburb,1992,220372.2451257049,223234.18985728978
47418,2697,3,3,Suburb,1953,281324.30984371057,223234.18985728978
47419,1691,4,2,Rural,1959,164714.03295089907,224096.1260397619
47420,1614,2,1,Suburb,1970,125404.66631954991,223234.18985728978
47421,1208,5,1,Rural,1975,178933.13815776966,224096.1260397619
47422,1021,4,1,Suburb,1953,191419.2407322045,223234.18985728978
47423,1004,5,1,Rural,1991,105290.7234771963,224096.1260397619
47424,1650,4,3,Rural,2012,205152.35187590224,224096.1260397619
47425,1213,3,3,Suburb,1966,184743.46760042344,223234.18985728978
47426,2695,5,1,Rural,1966,308879.9228752841,224096.1260397619
47427,1919,4,3,Urban,1961,210555.28501118984,227166.1971394754
47428,1906,2,1,Rural,2015,194678.42921514125,224096.1260397619
47429,2162,4,1,Rural,1990,128444.36680300572,224096.1260397619
47430,2680,2,2,Rural,2002,264931.4766544684,224096.1260397619
47431,1671,2,2,Rural,2013,221822.4729249844,224096.1260397619
47432,2618,5,3,Rural,1951,341668.0444667226,224096.1260397619
47433,1666,3,1,Rural,1987,187354.90195662272,224096.1260397619
47434,1799,2,3,Rural,2021,244871.60373337628,224096.1260397619
47435,1316,2,2,Urban,1958,199608.1521441237,227166.1971394754
47436,1792,3,3,Urban,1973,223255.3885455439,227166.1971394754
47437,1575,3,1,Rural,2010,186379.86590264607,224096.1260397619
47438,2727,3,3,Urban,1978,200600.8672588376,227166.1971394754
47439,2179,2,1,Urban,2020,260453.1981539379,227166.1971394754
47440,2447,3,2,Rural,1986,143070.63691810064,224096.1260397619
