,SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,Rural,Suburb,Urban
44215,1598,3,2,Urban,1980,267229.7095138872,0,0,1
44216,1595,5,1,Suburb,1952,201467.97467466,0,1,0
44217,2247,2,2,Rural,1965,245203.7796219543,1,0,0
44218,1010,5,1,Suburb,1962,74454.758507852,0,1,0
44219,1326,3,1,Rural,2018,125604.3566690294,1,0,0
44220,2721,2,2,Rural,1973,204995.43595068945,1,0,0
44221,2373,5,3,Rural,1955,271196.80127772014,1,0,0
44222,1378,2,3,Rural,2015,180777.8823736448,1,0,0
44223,2967,3,3,Suburb,1954,330690.80140947027,0,1,0
44224,1230,2,3,Urban,1967,121661.0463582016,0,0,1
44225,2164,4,2,Rural,1992,151585.9038852627,1,0,0
44226,1617,3,1,Rural,2014,159584.21881991025,1,0,0
44227,1764,4,2,Suburb,1981,213338.73719601092,0,1,0
44228,2979,2,2,Suburb,1978,360041.88788956386,0,1,0
44229,1048,5,2,Urban,1954,146680.49027520872,0,0,1
44230,1450,2,1,Rural,1958,121279.0983376232,1,0,0
44231,2798,3,3,Urban,1972,259803.68188519732,0,0,1
44232,1490,3,2,Urban,1964,204782.4689907197,0,0,1
44233,2228,2,2,Suburb,2005,267155.7632216002,0,1,0
44234,2892,5,1,Suburb,2007,296807.6712246501,0,1,0
44235,2432,3,1,Rural,2004,291585.9926046291,1,0,0
44236,1406,2,2,Rural,1998,107955.20522674288,1,0,0
44237,2074,5,1,Rural,1996,219878.77421614676,1,0,0
44238,1174,4,2,Urban,2016,105616.2138990323,0,0,1
44239,2760,3,2,Rural,1951,253049.64202408624,1,0,0
44240,2284,4,2,Urban,1956,288549.6582324036,0,0,1
44241,1479,3,1,Urban,2010,160831.55672937285,0,0,1
44242,2757,4,3,Rural,1982,369431.0003260286,1,0,0
44243,1222,2,2,Urban,1950,153859.10308902524,0,0,1
44244,1268,5,2,Rural,1973,179516.11688044734,1,0,0
44245,1809,2,2,Suburb,2009,146590.82272610805,0,1,0
44246,1892,2,2,Urban,1981,242123.07543885653,0,0,1
44247,1900,2,2,Urban,2012,234414.8471477269,0,0,1
44248,1918,3,3,Rural,1964,286158.719702831,1,0,0
44249,1317,4,2,Rural,1950,207888.6843682203,1,0,0
44250,1384,3,1,Suburb,1986,159635.66134852348,0,1,0
44251,2609,3,3,Rural,1972,311082.0222970736,1,0,0
44252,1625,5,2,Urban,1969,219988.12129834408,0,0,1
44253,2242,2,3,Suburb,2010,304409.3264955091,0,1,0
44254,2077,3,2,Suburb,2021,285189.8904666499,0,1,0
44255,2223,4,3,Urban,1956,170019.20422990917,0,0,1
44256,2907,3,2,Suburb,1980,372638.5662505688,0,1,0
44257,1642,5,1,Suburb,1998,146447.19110187807,0,1,0
44258,2362,5,2,Urban,2015,242270.4980637138,0,0,1
44259,1703,4,3,Rural,1976,99343.51005648452,1,0,0
44260,2714,5,1,Urban,2009,390493.33284569887,0,0,1
44261,2921,2,3,Urban,1956,336757.57669961586,0,0,1
44262,1304,2,3,Urban,1987,114512.38175769376,0,0,1
44263,2822,5,2,Urban,2005,350137.64193869993,0,0,1
44264,2775,3,1,Rural,1978,317298.0452906336,1,0,0
44265,2268,5,2,Rural,1963,270164.5749583988,1,0,0
44266,1841,4,3,Suburb,1989,173679.93877566783,0,1,0
44267,2652,2,1,Urban,1997,302498.0436993103,0,0,1
44268,2231,2,2,Urban,1951,201572.176901622,0,0,1
44269,2747,3,3,Suburb,1998,318241.37885511573,0,1,0
44270,1510,4,1,Rural,1994,144373.4014836888,1,0,0
44271,2282,2,2,Urban,1987,218308.862043449,0,0,1
44272,2403,2,1,Urban,2014,323808.94696318335,0,0,1
44273,1162,4,1,Urban,1950,87692.65919092498,0,0,1
44274,1737,3,2,Urban,1953,196860.97511829805,0,0,1
44275,1340,5,3,Rural,1951,223604.0595976785,1,0,0
44276,1931,3,2,Suburb,1956,244825.81223619904,0,1,0
44277,2599,2,2,Suburb,1996,325843.6137647067,0,1,0
44278,2951,2,1,Urban,1967,276729.4016269532,0,0,1
44279,2781,3,2,Urban,1957,277564.1659091283,0,0,1
44280,1529,3,1,Rural,2007,162938.77675715467,1,0,0
44281,1033,2,3,Urban,1988,156794.50847579396,0,0,1
44282,2847,4,1,Urban,2011,325580.29087049514,0,0,1
44283,1997,4,2,Urban,1951,327288.4341991515,0,0,1
44284,1322,5,2,Suburb,1979,150650.88429580297,0,1,0
44285,2204,2,2,Rural,1962,268539.4833843954,1,0,0
44286,2986,2,3,Urban,1964,331295.2610136908,0,0,1
44287,1346,5,2,Rural,2012,160536.7353452279,1,0,0
44288,2729,2,2,Suburb,1976,339002.86705454555,0,1,0
44289,2215,2,1,Suburb,1978,268357.9177032809,0,1,0
44290,2602,3,2,Urban,1950,297404.49771653,0,0,1
44291,1720,4,1,Urban,1989,234840.4919015544,0,0,1
44292,2901,4,3,Rural,1961,345635.17895921355,1,0,0
44293,2702,4,2,Urban,2020,217042.82203216504,0,0,1
44294,2269,5,3,Suburb,1957,247118.40923424,0,1,0
44295,1244,3,2,Rural,1956,169583.03864677405,1,0,0
44296,1677,2,2,Rural,2007,149217.51009904567,1,0,0
44297,2831,4,2,Urban,1990,288896.6083052012,0,0,1
44298,1914,4,1,Suburb,1971,195627.78656103124,0,1,0
44299,1722,3,1,Rural,1968,159043.44124827895,1,0,0
44300,2003,2,1,Urban,1983,237536.88603748623,0,0,1
44301,1132,5,2,Urban,1996,135170.8002689237,0,0,1
44302,2220,2,2,Urban,2016,227484.22347525475,0,0,1
44303,1909,5,2,Urban,2016,186254.4698165147,0,0,1
44304,2370,5,1,Urban,2017,163092.69300046825,0,0,1
44305,1048,2,1,Suburb,1993,77633.3601158204,0,1,0
44306,2087,5,3,Suburb,2007,274063.85858567763,0,1,0
44307,2647,4,1,Rural,1991,367956.4263349428,1,0,0
44308,2891,3,3,Suburb,1987,375630.4140147221,0,1,0
44309,2720,4,3,Suburb,1999,324917.3597630223,0,1,0
44310,2127,5,1,Suburb,1998,291544.56795184186,0,1,0
44311,2954,5,2,Rural,1960,456955.2445412305,1,0,0
44312,1212,3,1,Suburb,2005,161987.06838091643,0,1,0
44313,2540,3,3,Urban,1950,247069.2632258851,0,0,1
44314,1118,4,2,Urban,2017,157778.22997076798,0,0,1
44315,1855,3,1,Suburb,1995,314861.7237047641,0,1,0
44316,1760,3,2,Rural,1999,161557.37458033228,1,0,0
44317,1678,5,3,Suburb,1981,219879.71019844312,0,1,0
44318,1894,3,1,Rural,1954,181735.6739359995,1,0,0
44319,2265,5,2,Urban,2010,273721.063078102,0,0,1
44320,1279,2,3,Rural,1953,223049.83134040263,1,0,0
44321,1423,2,1,Suburb,1998,196524.29590498668,0,1,0
44322,1362,2,1,Urban,1992,181429.3931399538,0,0,1
44323,2020,5,2,Rural,1997,313975.41236854735,1,0,0
44324,2773,2,2,Suburb,2012,271132.9925286807,0,1,0
44325,2329,4,2,Rural,1964,277908.3660912538,1,0,0
44326,2740,5,1,Suburb,1957,325371.9852625194,0,1,0
44327,2509,4,2,Suburb,1982,247622.9380675715,0,1,0
44328,1313,5,2,Rural,1969,129495.9961929304,1,0,0
44329,2536,4,2,Urban,2012,285733.5120396296,0,0,1
44330,2706,2,1,Urban,1993,316579.5882218394,0,0,1
44331,2190,4,1,Urban,1965,272521.44674770714,0,0,1
44332,2417,2,3,Suburb,1962,264434.8328067219,0,1,0
44333,1769,5,1,Rural,1955,229929.09227076665,1,0,0
44334,2086,2,1,Rural,1977,182778.13194813853,1,0,0
44335,1271,3,2,Suburb,1987,158972.14024788534,0,1,0
44336,2060,3,2,Urban,1999,304347.80353897146,0,0,1
44337,2039,2,1,Rural,2005,183390.15196032604,1,0,0
44338,2789,3,1,Rural,2004,246789.9267201092,1,0,0
44339,1342,3,2,Urban,1975,156740.68110643257,0,0,1
44340,1345,3,2,Urban,1979,223400.87582747088,0,0,1
44341,2871,3,2,Urban,1995,388666.9340059201,0,0,1
44342,2562,4,3,Urban,2001,203359.7604024515,0,0,1
44343,2982,3,2,Suburb,1956,274710.68154226785,0,1,0
44344,2646,5,3,Urban,1975,218939.8445832745,0,0,1
44345,1232,2,1,Suburb,1971,180224.171860406,0,1,0
44346,1989,5,2,Urban,1976,313263.6174438601,0,0,1
44347,1575,3,3,Urban,2008,163573.63979771474,0,0,1
44348,2632,5,2,Suburb,1994,312140.5964505753,0,1,0
44349,1415,3,2,Suburb,1987,209533.60275650152,0,1,0
44350,1904,4,1,Urban,1960,217173.95273639896,0,0,1
44351,1266,4,3,Suburb,1971,219201.95862512133,0,1,0
44352,1996,4,3,Rural,1961,287987.0873318372,1,0,0
44353,2349,3,2,Urban,2010,191523.62070571256,0,0,1
44354,2949,2,1,Urban,2009,368409.2647069793,0,0,1
44355,1743,4,1,Suburb,1967,176987.1457924169,0,1,0
44356,1910,3,1,Urban,1958,244867.00865756735,0,0,1
44357,1442,3,2,Rural,1986,126624.08111043736,1,0,0
44358,1559,5,1,Urban,1967,170812.97446091016,0,0,1
44359,2885,3,1,Rural,2007,423661.5142369908,1,0,0
44360,2745,5,1,Urban,1979,272340.6267755056,0,0,1
44361,1075,4,3,Rural,1963,105309.97887204644,1,0,0
44362,1246,5,1,Urban,1982,146354.8313816812,0,0,1
44363,2851,3,1,Suburb,1999,150689.26911441793,0,1,0
44364,1579,5,2,Urban,1965,220867.063143486,0,0,1
44365,1312,4,3,Suburb,1956,129099.0979967125,0,1,0
44366,1575,3,1,Urban,2008,86684.38899211794,0,0,1
44367,2717,2,1,Rural,2016,180278.06777426632,1,0,0
44368,2615,2,3,Rural,1955,309414.9390666321,1,0,0
44369,1342,3,3,Suburb,1952,140930.56740381045,0,1,0
44370,1714,4,1,Suburb,1964,292608.5489100271,0,1,0
44371,2205,3,3,Rural,2002,365617.2368940612,1,0,0
44372,2978,2,1,Urban,2007,253438.5933222565,0,0,1
44373,1983,3,3,Rural,2016,130994.3010298186,1,0,0
44374,1725,5,1,Rural,2000,241550.29938119475,1,0,0
44375,2958,5,3,Urban,2003,296169.01350402494,0,0,1
44376,1631,4,1,Urban,1972,151522.18687320076,0,0,1
44377,1398,4,3,Rural,2014,166612.0744253448,1,0,0
44378,2264,4,3,Urban,1974,201640.75090499612,0,0,1
44379,2870,4,1,Suburb,1953,169346.51982964453,0,1,0
44380,1713,5,2,Suburb,2003,204968.9913388868,0,1,0
44381,1923,2,3,Rural,1994,174613.19705248988,1,0,0
44382,1291,4,1,Suburb,1982,106963.8044118438,0,1,0
44383,1053,4,2,Urban,1982,71211.43058083722,0,0,1
44384,2168,2,2,Rural,2014,260636.15602239023,1,0,0
44385,2379,4,1,Urban,1973,243987.7565737101,0,0,1
44386,2621,2,3,Rural,1994,292370.57268624613,1,0,0
44387,1982,4,1,Urban,2005,203690.6104933169,0,0,1
44388,1476,4,3,Rural,1994,140306.61951865297,1,0,0
44389,1021,4,2,Suburb,1976,124763.18326739206,0,1,0
44390,2354,5,3,Urban,2018,181847.95116637967,0,0,1
44391,2315,5,1,Urban,1997,254480.33060750776,0,0,1
44392,2259,5,1,Rural,1978,304047.8073504698,1,0,0
44393,2052,4,2,Urban,1990,234522.4879155865,0,0,1
44394,1694,5,1,Urban,1979,115978.17737682442,0,0,1
44395,2961,5,3,Urban,2002,306373.2855123779,0,0,1
44396,1159,5,1,Rural,2015,61091.54059995776,1,0,0
44397,1909,3,1,Rural,1951,151371.75023524102,1,0,0
44398,1529,5,1,Rural,1961,182175.1493628255,1,0,0
44399,2573,3,3,Suburb,1956,203586.75574713235,0,1,0
44400,1100,5,3,Suburb,2000,146675.756628591,0,1,0
44401,2313,4,2,Urban,2008,211856.44173010983,0,0,1
44402,2400,4,3,Urban,1981,263150.18635032914,0,0,1
44403,2196,4,1,Rural,2020,293476.5554618699,1,0,0
44404,1342,3,1,Suburb,2002,178092.57983625226,0,1,0
44405,2951,4,3,Urban,1985,314637.4664472793,0,0,1
44406,2901,2,3,Urban,2003,327882.7970287288,0,0,1
44407,1578,5,2,Suburb,2000,176879.72882602332,0,1,0
44408,2214,3,3,Suburb,1961,239933.4084998154,0,1,0
44409,2462,3,2,Urban,1952,335361.3831980947,0,0,1
44410,2578,3,2,Suburb,1959,280660.5653824632,0,1,0
44411,2658,4,3,Urban,2009,242556.08601976087,0,0,1
44412,1789,2,2,Rural,2015,118663.99460422529,1,0,0
44413,2366,3,2,Rural,2001,268367.38038226205,1,0,0
44414,2731,5,1,Rural,1956,249048.912218606,1,0,0
44415,1844,5,1,Rural,2006,174594.94058770023,1,0,0
44416,1124,2,1,Suburb,2016,169096.20022638113,0,1,0
44417,2631,5,3,Suburb,2018,307701.2067045527,0,1,0
44418,1889,2,1,Urban,2000,173978.90562963957,0,0,1
44419,1668,5,2,Suburb,1956,213956.9860920892,0,1,0
44420,2575,2,1,Suburb,1964,202888.128123889,0,1,0
44421,2383,4,1,Rural,1962,399972.0872872653,1,0,0
44422,1502,5,3,Suburb,1986,127953.9441912062,0,1,0
44423,1172,5,3,Suburb,1953,114062.75146569005,0,1,0
44424,1886,5,3,Suburb,1960,239998.61527014995,0,1,0
44425,2417,4,3,Rural,2013,317297.0947822448,1,0,0
44426,2484,4,1,Suburb,1963,215936.4627147505,0,1,0
44427,2708,3,2,Suburb,1957,298152.7150999361,0,1,0
44428,1119,3,2,Suburb,1982,108376.12908119588,0,1,0
44429,1272,2,1,Urban,1958,67444.91218105094,0,0,1
44430,2381,3,2,Urban,1976,212672.56774215747,0,0,1
44431,2409,5,2,Suburb,1997,244005.86418441817,0,1,0
44432,1912,4,1,Rural,1985,219204.28833263507,1,0,0
44433,1875,4,3,Suburb,1970,187440.08411725028,0,1,0
44434,1857,4,1,Suburb,1968,192926.95892910328,0,1,0
44435,2910,4,3,Urban,1967,255883.13570656665,0,0,1
44436,2957,2,2,Rural,1963,305763.9919595925,1,0,0
44437,2956,3,3,Rural,2011,247622.89982088495,1,0,0
44438,2342,4,3,Rural,1952,308954.8027821223,1,0,0
44439,1260,2,2,Rural,1984,178471.7045463064,1,0,0
44440,2304,5,3,Rural,2017,244658.2590003328,1,0,0
44441,2352,3,2,Suburb,2017,376422.1862101614,0,1,0
44442,2147,2,2,Suburb,1962,225689.798767681,0,1,0
44443,2499,4,1,Rural,1958,326630.4535473236,1,0,0
44444,1277,4,1,Urban,1972,218433.1893861586,0,0,1
44445,1092,4,1,Suburb,1958,128750.25028401056,0,1,0
44446,1958,5,2,Urban,1998,171088.21071439027,0,0,1
44447,2570,3,3,Suburb,1999,271849.7871533009,0,1,0
44448,1822,4,3,Urban,1976,181292.12875549175,0,0,1
44449,1127,3,1,Rural,2003,157540.69102184768,1,0,0
44450,1531,5,1,Suburb,1978,184335.75615187729,0,1,0
44451,1772,2,1,Rural,1994,156081.55342549432,1,0,0
44452,1166,3,2,Urban,1988,199250.1864128952,0,0,1
44453,1830,2,2,Rural,1959,252425.62488901996,1,0,0
44454,1235,3,1,Suburb,1996,120565.93785782775,0,1,0
44455,2055,4,2,Rural,1998,199992.1271050738,1,0,0
44456,2254,4,1,Suburb,1966,190994.67959310656,0,1,0
44457,1190,2,3,Urban,2012,107082.87357678029,0,0,1
44458,2865,3,2,Urban,1987,270935.3426624821,0,0,1
44459,2959,5,2,Suburb,2021,319935.24990307656,0,1,0
44460,1656,3,2,Rural,1980,99796.50574097554,1,0,0
44461,1612,2,2,Rural,1992,136598.73353504,1,0,0
44462,2614,3,3,Rural,2008,208296.46886717208,1,0,0
44463,2531,3,3,Suburb,2013,297930.1294678652,0,1,0
44464,2480,2,2,Suburb,1984,290249.1088392863,0,1,0
44465,2695,2,3,Suburb,1962,323014.3676648947,0,1,0
44466,1254,2,1,Suburb,1989,162643.33881812307,0,1,0
44467,2302,3,3,Urban,1955,224022.9374319879,0,0,1
44468,2994,2,1,Suburb,1994,278881.75242665,0,1,0
44469,2723,2,2,Suburb,1983,316528.6980718462,0,1,0
44470,1972,5,1,Suburb,1962,132897.06398427175,0,1,0
44471,2745,5,1,Suburb,1964,325444.79624118627,0,1,0
44472,2776,5,3,Rural,2014,321576.8386949627,1,0,0
44473,2079,2,2,Urban,1960,252001.47480270712,0,0,1
44474,1648,2,3,Suburb,1998,108165.29190444289,0,1,0
44475,1105,5,3,Suburb,1993,129718.87756268156,0,1,0
44476,2604,4,2,Suburb,1953,230005.57800810528,0,1,0
44477,2725,4,2,Urban,1982,346146.5996240863,0,0,1
44478,1191,5,3,Urban,2013,224562.42302214357,0,0,1
44479,2002,5,3,Urban,1996,234349.94095935868,0,0,1
44480,2301,4,1,Suburb,1964,382384.1948695751,0,1,0
44481,2567,5,1,Rural,1986,241170.246000693,1,0,0
44482,1174,2,3,Rural,2021,152850.92410504556,1,0,0
44483,2793,5,3,Rural,2002,324663.74058031966,1,0,0
44484,1634,3,3,Urban,1996,185933.5327269061,0,0,1
44485,1084,4,3,Rural,1966,114003.38878630892,1,0,0
44486,1947,2,3,Urban,2015,195178.9238817804,0,0,1
44487,1727,4,2,Rural,1978,243814.7660018857,1,0,0
44488,2239,5,3,Rural,2018,243705.36430430663,1,0,0
44489,2037,4,3,Suburb,2011,125675.60669370626,0,1,0
44490,2060,5,1,Suburb,1991,274672.4228505121,0,1,0
44491,2050,2,2,Rural,2001,283685.58162073285,1,0,0
44492,2687,2,1,Suburb,1981,177049.01532201536,0,1,0
44493,2599,4,3,Suburb,2008,315717.528150808,0,1,0
44494,1069,2,3,Suburb,1987,177372.49725343092,0,1,0
44495,1153,4,3,Suburb,1967,130287.68268153098,0,1,0
44496,2461,4,3,Rural,1977,188171.85280905955,1,0,0
44497,1764,4,3,Suburb,1975,168720.12627515334,0,1,0
44498,1270,4,2,Suburb,1986,168896.36944927147,0,1,0
44499,1540,3,2,Suburb,2001,153953.4099587067,0,1,0
44500,2097,3,2,Urban,1990,306545.4607467053,0,0,1
44501,2819,5,2,Suburb,1993,246481.32798155677,0,1,0
44502,1570,2,2,Urban,2013,172837.3851853401,0,0,1
44503,2778,3,1,Rural,1971,242380.84489086265,1,0,0
44504,2864,3,1,Suburb,2018,317091.1026229116,0,1,0
44505,1148,2,2,Suburb,2016,104388.65063626516,0,1,0
44506,2529,4,3,Urban,1984,342420.7383846425,0,0,1
44507,1009,3,3,Rural,1995,178458.2267368006,1,0,0
44508,1643,3,3,Urban,1994,271335.1211944098,0,0,1
44509,2525,3,2,Urban,1972,250694.4679860736,0,0,1
44510,1061,3,2,Suburb,2008,152605.98614351498,0,1,0
44511,2411,4,3,Suburb,1984,218510.39317610828,0,1,0
44512,2918,2,1,Suburb,2010,350092.67831980344,0,1,0
44513,1773,3,1,Suburb,1958,160114.29101904732,0,1,0
44514,2753,3,1,Urban,1964,281757.1506788127,0,0,1
44515,2255,3,1,Rural,1993,299815.33594009746,1,0,0
44516,2871,3,3,Rural,1993,314900.9965007427,1,0,0
44517,2607,2,1,Rural,1993,252496.28605069133,1,0,0
44518,1527,4,2,Suburb,1981,179600.36746435583,0,1,0
44519,2573,5,2,Suburb,2007,367787.3568139767,0,1,0
44520,2712,2,2,Urban,2011,302716.90728381363,0,0,1
44521,1444,3,1,Rural,1966,49997.41414531585,1,0,0
44522,2344,5,2,Suburb,2009,252899.5970473128,0,1,0
44523,2917,3,2,Suburb,2016,361603.6679076245,0,1,0
44524,2106,2,2,Rural,2002,208935.05299875556,1,0,0
44525,2457,4,2,Urban,2011,306235.9911295924,0,0,1
44526,1016,5,3,Rural,1996,167638.76185844227,1,0,0
44527,1368,5,1,Suburb,1987,197924.97877381384,0,1,0
44528,2691,4,1,Suburb,2008,216655.70434594413,0,1,0
44529,1683,4,1,Suburb,1982,198214.7350826572,0,1,0
44530,1907,5,3,Suburb,2013,344736.65339861176,0,1,0
44531,2605,5,1,Urban,1976,293209.28955503606,0,0,1
44532,1582,5,3,Suburb,1964,262761.3558612687,0,1,0
44533,1254,5,2,Urban,2017,236860.7761397853,0,0,1
44534,1455,4,3,Rural,1979,154547.66780632135,1,0,0
44535,1642,2,1,Suburb,1990,252775.56655743197,0,1,0
44536,1560,2,3,Suburb,2016,206119.1019625075,0,1,0
44537,1532,4,3,Suburb,2007,208830.71462685624,0,1,0
44538,2415,2,2,Rural,1965,242540.4856509876,1,0,0
44539,1319,2,3,Rural,1960,149892.63329419534,1,0,0
44540,1219,3,3,Urban,2016,185353.1485306298,0,0,1
44541,1698,2,3,Urban,1969,107279.97994905309,0,0,1
44542,2437,5,3,Suburb,1970,372076.603019728,0,1,0
44543,1031,2,1,Rural,1998,71201.17112065424,1,0,0
44544,1714,4,2,Suburb,1964,273927.5028903517,0,1,0
44545,2811,2,3,Urban,2021,381212.7204796732,0,0,1
44546,1753,4,2,Suburb,1988,149862.834250553,0,1,0
44547,2039,5,2,Suburb,2002,297495.0168355435,0,1,0
44548,1408,3,1,Urban,1967,200594.8414734719,0,0,1
44549,1827,3,3,Urban,2021,151143.4582544473,0,0,1
44550,1172,2,3,Suburb,1959,203828.00786466227,0,1,0
44551,2672,2,1,Suburb,1989,292769.02695771813,0,1,0
44552,2202,4,1,Rural,2005,270864.23457354633,1,0,0
44553,2894,3,1,Rural,2008,354830.3101939502,1,0,0
44554,2596,5,2,Suburb,1968,259219.8424920095,0,1,0
44555,2520,4,3,Rural,2000,306265.01335341344,1,0,0
44556,1935,2,3,Rural,1968,206364.0700622153,1,0,0
44557,2127,3,3,Urban,1980,227125.19669729235,0,0,1
44558,2340,2,1,Urban,1997,266057.99279398046,0,0,1
44559,1706,3,2,Suburb,1992,183049.1102565689,0,1,0
44560,2791,4,2,Urban,1975,344135.5215246341,0,0,1
44561,1975,5,1,Urban,1977,213067.7037813523,0,0,1
44562,2611,5,3,Urban,2007,283929.335622349,0,0,1
44563,1782,5,3,Suburb,1961,184255.04342416747,0,1,0
44564,2204,5,2,Urban,2011,192871.9696287544,0,0,1
44565,1131,5,2,Urban,1964,220056.01615002728,0,0,1
44566,1662,2,3,Urban,1952,206170.27939742443,0,0,1
44567,2178,2,1,Rural,2003,342261.37472582364,1,0,0
44568,1358,5,1,Urban,1957,188253.56016092005,0,0,1
44569,2258,3,2,Rural,1951,185410.58230684447,1,0,0
44570,1759,4,1,Urban,1952,235808.71316577264,0,0,1
44571,1164,3,1,Suburb,1979,134632.1420215642,0,1,0
44572,1716,3,3,Rural,1985,235559.31670110495,1,0,0
44573,1426,5,3,Suburb,1984,142512.90831993803,0,1,0
44574,1676,3,1,Suburb,1993,128015.95369384444,0,1,0
44575,1487,2,2,Rural,1950,182043.17450902527,1,0,0
44576,1212,4,3,Urban,1950,101251.31198537748,0,0,1
44577,2948,4,3,Suburb,1981,272410.9260259788,0,1,0
44578,1765,4,3,Suburb,1989,209111.6331937037,0,1,0
44579,1156,3,2,Suburb,1966,131876.3312063531,0,1,0
44580,2712,4,3,Suburb,1955,304303.239140987,0,1,0
44581,2098,4,3,Suburb,2018,263388.09422661667,0,1,0
44582,1434,2,1,Rural,1950,142052.57622283083,1,0,0
44583,2201,5,2,Rural,2004,201550.08746981827,1,0,0
44584,2819,5,1,Suburb,1981,404370.75242122775,0,1,0
44585,1841,2,1,Rural,2008,149546.04856903903,1,0,0
44586,1644,2,1,Rural,2012,236397.9452535974,1,0,0
44587,2660,5,1,Urban,1990,188242.18502217848,0,0,1
44588,1311,3,1,Urban,1959,160478.42329319427,0,0,1
44589,2855,2,1,Urban,1991,255043.9537301906,0,0,1
44590,1126,4,3,Rural,2015,112454.55885147736,1,0,0
44591,1376,2,2,Rural,2021,152998.96164701393,1,0,0
44592,2368,3,1,Rural,2005,305239.1023797288,1,0,0
44593,1224,2,2,Rural,2002,157651.3919456032,1,0,0
44594,2040,4,2,Rural,2018,194303.14027404945,1,0,0
44595,1496,2,3,Rural,1960,218921.46052453044,1,0,0
44596,1472,2,2,Rural,1965,168144.51978740605,1,0,0
44597,2888,2,2,Rural,2006,415242.8921324769,1,0,0
44598,2334,5,2,Urban,1976,318717.7486268523,0,0,1
44599,2781,5,2,Suburb,1979,323535.1691414993,0,1,0
44600,2160,3,3,Urban,1952,255781.3323556437,0,0,1
44601,1474,5,3,Suburb,1973,230672.8092468499,0,1,0
44602,1216,3,1,Rural,1954,113444.07672610974,1,0,0
44603,1195,5,2,Rural,1962,207825.84717554483,1,0,0
44604,1200,3,2,Rural,1992,126356.0502933517,1,0,0
44605,1365,3,3,Suburb,1971,124479.08207933525,0,1,0
44606,1718,3,3,Rural,1983,166591.13393568745,1,0,0
44607,2551,2,3,Urban,1993,230257.48940229957,0,0,1
44608,1399,2,2,Suburb,1963,81037.2400330847,0,1,0
44609,2548,3,3,Suburb,1965,284394.8408763628,0,1,0
44610,1589,3,2,Urban,1988,137296.77137261778,0,0,1
44611,1213,2,3,Urban,1991,214506.7107001348,0,0,1
44612,1340,4,2,Urban,1965,89245.31572591061,0,0,1
44613,2352,2,1,Urban,1955,236284.7748754067,0,0,1
44614,1958,3,3,Suburb,1958,290408.3653084332,0,1,0
44615,1118,2,1,Urban,2000,208059.67908452675,0,0,1
44616,2448,5,3,Urban,1977,182766.972334184,0,0,1
44617,2716,3,3,Suburb,2015,350177.2535438358,0,1,0
44618,1835,2,2,Urban,1999,149655.17354855555,0,0,1
44619,1841,5,1,Urban,1976,199721.00236327425,0,0,1
44620,1866,2,2,Urban,1990,277664.53737793874,0,0,1
44621,2396,2,2,Urban,1970,254427.1764828152,0,0,1
44622,2672,4,2,Suburb,2002,326512.8720997613,0,1,0
44623,2202,2,2,Rural,2014,178226.47903491647,1,0,0
44624,2455,2,3,Rural,1966,187942.7072773702,1,0,0
44625,2743,4,2,Rural,1994,283295.21077550296,1,0,0
44626,1944,2,3,Rural,1962,193587.163119146,1,0,0
44627,1401,4,3,Rural,1976,136414.1963977449,1,0,0
44628,2417,5,2,Suburb,1982,260919.1364725787,0,1,0
44629,1882,4,3,Suburb,1952,296607.3629523732,0,1,0
44630,1565,5,1,Suburb,1983,106736.95220493533,0,1,0
44631,2102,4,1,Urban,2002,119671.3790548808,0,0,1
44632,2806,5,1,Urban,1960,358224.08565598004,0,0,1
44633,2930,2,1,Rural,1970,330189.9017589083,1,0,0
44634,1423,5,3,Suburb,1968,260433.04024562408,0,1,0
44635,1117,5,3,Rural,1972,50472.4448400683,1,0,0
44636,1367,3,1,Urban,1999,151896.13251544494,0,0,1
44637,2129,5,1,Suburb,2006,256661.41328066195,0,1,0
44638,2128,2,1,Urban,1997,252238.56218660928,0,0,1
44639,2326,3,1,Urban,1968,294817.5991840393,0,0,1
44640,1629,3,3,Urban,2020,111943.04650366254,0,0,1
44641,2917,4,1,Rural,1979,316997.8695030508,1,0,0
44642,2764,5,1,Suburb,2014,292998.1831957764,0,1,0
44643,1147,4,2,Urban,1956,186262.05314437303,0,0,1
44644,2889,4,2,Urban,1953,298553.55645310483,0,0,1
44645,1149,5,3,Rural,2002,205554.94480726065,1,0,0
44646,1815,4,1,Suburb,2018,124575.98669212994,0,1,0
44647,1255,2,1,Urban,1994,188876.3763492273,0,0,1
44648,1081,2,2,Rural,1997,73248.56581201137,1,0,0
44649,1015,5,1,Rural,1980,172240.70841217972,1,0,0
44650,1900,5,1,Suburb,1977,164637.2512489137,0,1,0
44651,1192,3,1,Urban,1997,150881.8979995623,0,0,1
44652,1722,5,2,Urban,1996,197366.9781853509,0,0,1
44653,2097,5,2,Urban,1979,226070.30051213392,0,0,1
44654,2300,2,1,Rural,1995,235486.6739126329,1,0,0
44655,2084,2,1,Suburb,1979,266986.22278261086,0,1,0
44656,1972,5,1,Urban,2005,166736.2378104448,0,0,1
44657,1950,3,1,Suburb,1955,236220.01870850308,0,1,0
44658,1535,2,3,Urban,2007,163739.7101613628,0,0,1
44659,2558,2,2,Urban,1967,305508.08266223106,0,0,1
