,SquareFeet,Bedrooms,Bathrooms,YearBuilt,Price,Neighborhood_Rural,Neighborhood_Suburb,Neighborhood_Urban
39017,2156,2,1,2006,148889,1,0,0
39018,1939,4,3,1967,180066,0,0,1
39019,2661,5,2,1959,316305,0,0,1
39020,2650,2,2,2018,340622,0,1,0
39021,2627,5,3,1985,224842,0,1,0
39022,1241,5,3,1954,109086,0,0,1
39023,2474,2,2,1986,250731,0,0,1
39024,1998,5,2,1957,334296,0,1,0
39025,2223,4,3,1969,280934,1,0,0
39026,2742,4,1,1983,297286,1,0,0
39027,2140,4,1,2000,206064,1,0,0
39028,2242,5,2,1996,245134,0,1,0
39029,2328,2,1,1991,244619,1,0,0
39030,1242,5,3,1974,267941,0,0,1
39031,2315,5,2,1958,182768,0,0,1
39032,1975,4,1,1986,148552,0,1,0
39033,2817,2,1,1984,268108,1,0,0
39034,2324,3,1,2001,322169,0,0,1
39035,2852,3,2,1953,315959,0,1,0
39036,1683,2,3,1960,242022,1,0,0
39037,2411,2,3,1988,252738,0,0,1
39038,1587,4,2,1954,197257,1,0,0
39039,2232,2,1,1969,274002,0,1,0
39040,2337,2,3,2007,237212,0,0,1
39041,1616,5,1,2008,191655,0,1,0
39042,1025,5,3,1972,168977,0,0,1
39043,1862,3,3,1986,336946,0,0,1
39044,1078,4,3,2016,112127,0,0,1
39045,2011,4,1,2000,199060,1,0,0
39046,1127,2,1,1962,160303,0,1,0
39047,1412,4,1,1982,111002,0,1,0
39048,1136,3,1,1969,192346,1,0,0
39049,2357,5,1,2007,263533,0,1,0
39050,1547,3,2,2009,156734,1,0,0
39051,1387,3,3,1982,169870,0,0,1
39052,1570,2,3,1955,300097,1,0,0
39053,2253,5,2,1997,216378,1,0,0
39054,2015,2,3,2004,137350,1,0,0
39055,1420,3,2,1984,224072,0,0,1
39056,2147,3,2,1981,224575,0,0,1
39057,2111,4,2,1952,197190,1,0,0
39058,2872,4,3,1965,249985,0,0,1
39059,1140,4,2,1985,223375,0,0,1
39060,2939,4,3,1980,413699,0,0,1
39061,2808,3,1,1983,261579,0,0,1
39062,1050,4,1,1954,134760,1,0,0
39063,1986,5,2,1968,304141,0,0,1
39064,2590,3,2,1963,256297,0,1,0
39065,1928,3,1,2011,223825,0,1,0
39066,2428,5,1,1983,320516,1,0,0
39067,2360,2,1,1963,227638,0,0,1
39068,1661,4,2,2017,246758,0,0,1
39069,2688,3,1,1985,217446,0,1,0
39070,2986,5,2,1977,306400,0,0,1
39071,2754,2,2,1961,304177,1,0,0
39072,2754,2,2,2014,288605,0,1,0
39073,1365,5,3,1968,165443,1,0,0
39074,1907,3,2,2002,191358,0,1,0
39075,2934,3,1,1984,308005,1,0,0
39076,1997,4,1,2013,133969,1,0,0
39077,1853,4,2,2020,234935,0,0,1
39078,1257,5,3,1956,202978,0,0,1
39079,2411,5,3,1954,354768,0,0,1
39080,1044,3,2,2020,198805,0,0,1
39081,1268,3,3,2002,195273,0,0,1
39082,2334,5,2,2003,216772,0,1,0
39083,1671,5,1,1994,229734,1,0,0
39084,2018,2,3,1983,215139,1,0,0
39085,2301,2,2,2005,239310,0,0,1
39086,1856,2,3,1970,191313,1,0,0
39087,2498,2,3,2021,288178,1,0,0
39088,2590,2,3,1972,237443,0,0,1
39089,1144,5,1,2003,166166,1,0,0
39090,2989,4,1,1985,292690,1,0,0
39091,1234,5,3,1960,101449,1,0,0
39092,1690,2,1,1959,238816,1,0,0
39093,1719,5,1,1987,204106,1,0,0
39094,2159,3,3,2001,273906,0,0,1
39095,2468,5,3,2003,243765,0,0,1
39096,1352,5,3,1951,135448,1,0,0
39097,2417,4,2,2012,360827,0,0,1
39098,1993,2,1,2016,184454,0,0,1
39099,1274,2,2,1993,210118,0,0,1
39100,2407,5,2,1975,263184,0,0,1
39101,1909,5,2,1973,230007,0,0,1
39102,2346,2,1,2000,339441,1,0,0
39103,2206,3,3,1993,240096,0,0,1
39104,2596,2,1,1986,282394,0,0,1
39105,1439,3,3,1963,59055,0,1,0
39106,2086,5,2,1976,287904,0,0,1
39107,2896,5,2,1956,334662,1,0,0
39108,2750,3,2,1951,261849,0,0,1
39109,1871,2,2,2019,333013,0,1,0
39110,1650,5,2,2018,164635,1,0,0
39111,1942,2,3,2003,173929,0,0,1
39112,2669,5,2,1978,292838,0,1,0
39113,1033,4,2,2000,65671,0,1,0
39114,1704,4,3,1983,203600,0,0,1
39115,1866,4,1,2021,112380,0,0,1
39116,1984,3,2,1964,273846,0,0,1
39117,1831,2,3,1965,201711,0,1,0
39118,2500,4,2,1975,265912,1,0,0
39119,2110,3,3,1967,249200,0,0,1
39120,2233,4,1,1985,194832,0,0,1
39121,1461,5,2,1956,123232,0,0,1
39122,1080,4,2,1978,175924,1,0,0
39123,1321,2,1,2016,172971,0,0,1
39124,1414,2,1,1957,106892,0,1,0
39125,2874,3,1,1970,342660,0,1,0
39126,1991,2,3,1956,372484,1,0,0
39127,1189,4,2,1981,122107,1,0,0
39128,2973,5,3,1997,402801,0,0,1
39129,2883,5,1,1983,324832,0,0,1
39130,2256,3,2,1968,236339,0,0,1
39131,1391,5,1,1973,130506,0,1,0
39132,2961,3,1,2013,361615,0,1,0
39133,2192,3,3,2016,267457,1,0,0
39134,2466,3,3,1975,324891,0,1,0
39135,2786,2,2,1950,340305,0,0,1
39136,1167,4,3,1973,203729,1,0,0
39137,2254,2,2,1955,304297,1,0,0
39138,2173,5,1,1953,230279,0,0,1
39139,1663,2,2,2007,203413,0,0,1
39140,2573,3,1,1978,286165,0,0,1
39141,2409,2,3,2017,230513,0,0,1
39142,1380,2,1,1953,99169,0,1,0
39143,2832,5,3,1996,394813,0,1,0
39144,2298,4,2,1971,293207,0,1,0
39145,2640,3,2,1979,374355,0,1,0
39146,1897,2,2,2015,231990,0,1,0
39147,2883,5,1,1999,309440,0,0,1
39148,1863,5,3,1977,205392,1,0,0
39149,1061,3,2,1977,108162,0,0,1
39150,2490,5,1,1953,268854,0,1,0
39151,1527,4,1,1950,169473,0,1,0
39152,1861,5,1,2008,248158,1,0,0
39153,1149,2,2,1997,69027,1,0,0
39154,2165,4,1,1995,210957,0,0,1
39155,1115,4,3,1967,67247,0,0,1
39156,1823,5,3,1986,238046,1,0,0
39157,1064,3,2,2010,164230,0,1,0
39158,2452,3,1,2008,301021,0,0,1
39159,1309,3,2,1955,110658,0,0,1
39160,1705,2,1,1951,140444,0,0,1
39161,1853,5,2,1960,181589,0,0,1
39162,2453,3,2,1958,212528,0,0,1
39163,2023,2,3,2020,249960,0,1,0
39164,2184,4,1,1971,202761,1,0,0
39165,2998,3,3,1990,340134,1,0,0
39166,1305,4,3,2004,214659,1,0,0
39167,2384,3,1,1998,247303,0,0,1
39168,2301,5,2,1953,253999,0,1,0
39169,2319,4,1,2019,217953,0,0,1
39170,2574,5,1,1956,321370,0,0,1
39171,1872,2,3,1964,190875,0,0,1
39172,1168,4,3,2017,147549,0,0,1
39173,2482,2,1,1975,315078,1,0,0
39174,2603,3,1,1981,277040,1,0,0
39175,2030,3,2,1980,172192,1,0,0
39176,2620,3,3,1977,282703,0,1,0
39177,2734,2,3,2010,290170,0,1,0
39178,2155,3,3,1958,262838,0,0,1
39179,1587,5,1,1997,260285,0,0,1
39180,1761,2,1,1977,130180,1,0,0
39181,1346,2,2,2009,152090,0,0,1
39182,1954,4,3,1959,200873,1,0,0
39183,2744,3,3,1981,324819,0,1,0
39184,2619,4,2,1986,309450,1,0,0
39185,1734,2,2,2008,176307,0,1,0
39186,2276,4,2,1970,219974,0,0,1
39187,1409,5,3,1975,252629,1,0,0
39188,1542,3,3,2006,173714,0,1,0
39189,1354,2,3,1974,119969,0,0,1
39190,1712,4,3,1977,72163,0,1,0
39191,2988,3,2,1956,329426,0,1,0
39192,2587,5,2,1980,288001,0,1,0
39193,2391,3,2,1995,298107,0,0,1
39194,1583,4,3,2003,205584,0,0,1
39195,1510,5,2,1966,206820,0,1,0
39196,1532,2,3,1967,116974,1,0,0
39197,1527,5,2,1968,140230,0,0,1
39198,1946,3,2,2005,252589,0,0,1
39199,2551,2,1,1954,240434,0,1,0
39200,2425,3,3,1963,271238,0,0,1
39201,2198,2,3,1956,156387,0,1,0
39202,1823,5,1,1982,124027,0,0,1
39203,2947,2,1,1968,269047,0,1,0
39204,2873,3,3,2018,313765,0,0,1
39205,1077,4,1,1959,153624,0,1,0
39206,1439,4,3,2005,208383,0,1,0
39207,2775,4,1,1964,281122,1,0,0
39208,1548,2,3,1952,164490,1,0,0
39209,2255,4,1,1980,258523,1,0,0
39210,1399,4,3,2020,169719,1,0,0
39211,2236,3,2,1972,248902,0,0,1
39212,2216,5,1,1997,311147,0,1,0
39213,2595,2,2,2008,355871,0,1,0
39214,1700,4,1,2004,90088,0,1,0
39215,2290,3,1,2015,259922,1,0,0
39216,1125,2,3,2001,117873,0,0,1
39217,2738,3,3,2019,275673,0,0,1
39218,1833,5,3,1951,198804,0,0,1
39219,2405,4,3,1971,346027,1,0,0
39220,1543,2,1,2018,189548,0,1,0
39221,1501,2,3,1968,252735,0,0,1
39222,2426,4,1,1953,315959,1,0,0
39223,1823,3,3,2016,279944,0,1,0
39224,2284,5,1,1983,260519,0,1,0
39225,1386,2,2,1956,119567,0,0,1
39226,1411,2,3,1950,165802,0,0,1
39227,2369,5,3,1998,252435,0,1,0
39228,2117,2,3,1977,245454,0,0,1
39229,1327,5,3,2021,52612,0,1,0
39230,1099,4,3,1995,107875,1,0,0
39231,2820,5,2,1959,316846,0,0,1
39232,1460,5,1,1996,170873,0,0,1
39233,2338,3,1,1976,206293,0,0,1
39234,1024,5,3,1952,206918,0,0,1
39235,2941,4,2,1985,293646,1,0,0
39236,1493,2,3,1965,207673,0,0,1
39237,1352,3,3,1984,46514,1,0,0
39238,1868,5,3,1970,152450,0,0,1
39239,2140,3,3,1994,145727,0,1,0
39240,1198,4,1,1989,87577,0,1,0
39241,2302,4,3,1953,233663,1,0,0
39242,2605,2,3,1980,263646,1,0,0
39243,1846,4,3,1989,171365,0,0,1
39244,2102,4,3,1969,160326,0,0,1
39245,2447,5,2,1979,280921,1,0,0
39246,2377,4,2,2007,259761,0,1,0
39247,1525,4,1,2005,217238,1,0,0
39248,1540,4,2,1976,173691,0,0,1
39249,2679,2,2,1969,270836,0,1,0
39250,1476,5,2,2003,246449,0,0,1
39251,2878,5,1,1953,272163,1,0,0
39252,1009,3,2,2017,48799,0,1,0
39253,2582,4,1,2005,340870,0,1,0
39254,2526,3,1,1960,315839,0,1,0
39255,2283,3,2,1984,349689,0,0,1
39256,1523,4,3,2001,214961,1,0,0
39257,1809,5,3,1985,137492,0,1,0
39258,2761,4,3,1974,272643,0,0,1
39259,1771,3,2,2011,167718,1,0,0
39260,2619,2,3,1992,229747,1,0,0
39261,2883,3,2,1983,390519,0,1,0
39262,1859,5,2,2010,97240,0,1,0
39263,2029,2,2,2019,236476,1,0,0
39264,2933,3,1,1994,314713,0,0,1
39265,2782,4,2,1960,269486,1,0,0
39266,2058,5,1,1978,194385,0,0,1
39267,1174,2,1,1991,34433,1,0,0
39268,1441,5,2,1977,247892,1,0,0
39269,2600,3,1,2015,273642,0,0,1
39270,2170,5,1,1984,166195,1,0,0
39271,2592,2,2,1991,245707,1,0,0
39272,2216,4,2,2016,308566,1,0,0
39273,2036,2,3,2015,200941,0,1,0
39274,2927,5,1,1955,354103,0,0,1
39275,2553,4,2,1990,313370,1,0,0
39276,1245,4,2,1977,160910,0,0,1
39277,1674,5,2,1995,96579,0,1,0
39278,2878,2,2,1963,292300,0,0,1
39279,1113,4,2,1972,183027,0,1,0
39280,2011,4,1,1977,85429,1,0,0
39281,1793,5,1,2020,211559,1,0,0
39282,1232,4,2,1957,156487,0,0,1
39283,2701,2,3,2004,283412,0,1,0
39284,1979,4,3,1990,290821,0,0,1
39285,2345,3,1,1978,254118,0,1,0
39286,2561,4,2,1968,199245,1,0,0
39287,1125,3,1,1991,127870,1,0,0
39288,2336,2,2,2013,247863,0,1,0
39289,1510,3,2,1990,143645,0,1,0
39290,2507,4,3,2016,159462,0,1,0
39291,1280,4,2,1955,197106,1,0,0
39292,1797,5,2,1995,150190,0,1,0
39293,1977,5,2,2021,202670,0,1,0
39294,1902,4,2,1964,194649,0,0,1
39295,2306,4,1,1956,287745,0,1,0
39296,1650,4,2,1961,217000,1,0,0
39297,2636,4,3,2014,302566,0,1,0
39298,1391,2,1,2000,141161,0,0,1
39299,2546,4,3,1965,349473,0,0,1
39300,1381,3,2,1977,168269,0,1,0
39301,1215,5,3,1999,186400,0,1,0
39302,1541,3,1,1969,201168,0,1,0
39303,1605,3,3,1992,141385,0,0,1
39304,1115,2,2,2002,159687,1,0,0
39305,1508,3,2,2020,187305,0,1,0
39306,2523,3,3,1974,252630,0,0,1
39307,1270,3,2,2004,204126,1,0,0
39308,2463,5,1,1962,347654,0,0,1
39309,2314,2,1,1996,248172,0,0,1
39310,2062,3,1,1967,296250,0,1,0
39311,2047,3,3,1965,227963,0,1,0
39312,1775,2,3,2002,206643,0,1,0
39313,2066,4,1,1995,181948,1,0,0
39314,2193,3,3,1985,253714,0,1,0
39315,1339,5,1,1969,156207,0,1,0
39316,1168,5,2,1981,122069,1,0,0
39317,2838,4,3,1979,357100,0,0,1
39318,2561,3,1,1982,277437,0,1,0
39319,2715,2,1,1962,313135,0,0,1
39320,2495,4,1,1990,202816,1,0,0
39321,1661,5,3,1952,239815,0,1,0
39322,2668,5,2,1954,299961,1,0,0
39323,1142,2,3,1975,128487,1,0,0
39324,2699,4,1,1956,291713,0,0,1
39325,2124,2,3,1967,181627,0,1,0
39326,1574,4,2,1988,251017,1,0,0
39327,2628,4,2,1994,282537,1,0,0
39328,2742,4,3,2005,269812,0,1,0
39329,1474,3,2,2014,145651,0,1,0
39330,2968,5,3,1984,363119,0,1,0
39331,1310,5,3,1972,253337,0,1,0
39332,2607,5,2,1969,211994,1,0,0
39333,2083,4,1,1995,311449,0,1,0
39334,2976,4,3,1994,380158,0,0,1
39335,2052,3,1,1955,178907,1,0,0
39336,1530,5,2,1962,225428,1,0,0
39337,1990,5,1,1972,252428,0,0,1
39338,1072,3,3,2007,149497,1,0,0
39339,2417,5,2,1953,343364,0,0,1
39340,1868,2,3,1985,179596,0,1,0
39341,1393,2,2,2011,191311,0,1,0
39342,2781,3,3,1964,224564,0,0,1
39343,1480,5,1,1960,228835,0,1,0
39344,1472,3,3,2002,121405,0,1,0
39345,1312,3,1,1971,200703,1,0,0
39346,2461,3,3,1979,245090,1,0,0
39347,1951,5,3,1967,213233,0,1,0
39348,1323,3,3,1999,175240,0,1,0
39349,2012,5,3,2018,245499,0,0,1
39350,1964,2,3,1982,302541,1,0,0
39351,1086,3,2,2005,148672,0,0,1
39352,1358,3,1,1967,128445,1,0,0
39353,1694,5,1,2007,180098,0,0,1
39354,1196,2,2,2003,161090,0,0,1
39355,1755,5,3,2020,188630,0,1,0
39356,2863,4,1,1970,303991,1,0,0
39357,1976,5,2,1965,296550,1,0,0
39358,2408,2,2,1962,232950,1,0,0
39359,2141,2,2,1962,149265,0,0,1
39360,1497,3,1,1991,166633,0,0,1
39361,1907,5,2,1974,222755,0,0,1
39362,1930,5,2,1967,154564,0,0,1
39363,2907,4,1,2002,308938,1,0,0
39364,1461,2,2,1998,274866,1,0,0
39365,2519,5,1,1976,193627,0,1,0
39366,2617,4,3,1973,319803,1,0,0
39367,1969,5,1,1973,232314,0,1,0
39368,2270,2,1,2014,230576,0,1,0
39369,2998,3,3,1981,338370,0,0,1
39370,1233,5,2,1954,190475,1,0,0
39371,1416,2,2,1971,130730,0,0,1
39372,2490,2,2,2003,135376,0,1,0
39373,2505,2,1,2005,282494,1,0,0
39374,2388,4,3,1973,228809,0,1,0
39375,1152,4,3,1979,155370,0,1,0
39376,1271,3,2,1961,134234,1,0,0
39377,1391,5,2,1961,171592,1,0,0
39378,1546,4,2,1970,160302,0,0,1
39379,1724,4,3,1960,211548,0,0,1
39380,2746,4,2,1951,308056,1,0,0
39381,2453,5,3,1991,266699,0,0,1
39382,2674,3,1,1974,242963,0,1,0
39383,1188,3,2,1966,174336,0,0,1
39384,1811,3,1,2005,204411,0,1,0
39385,2930,5,3,2013,321405,0,0,1
39386,2275,5,1,2002,221541,0,1,0
39387,1394,3,1,1964,190189,0,0,1
39388,1661,2,2,1950,133811,0,1,0
39389,1852,5,2,1990,180757,1,0,0
39390,2242,5,3,2005,363447,0,0,1
39391,1593,3,3,1981,217346,0,1,0
39392,1189,3,3,1968,92474,1,0,0
39393,1233,2,3,1989,145975,1,0,0
39394,2711,2,1,1999,357499,0,1,0
39395,1231,4,3,1970,145788,1,0,0
39396,1357,4,1,1957,199216,1,0,0
39397,1477,3,3,1968,87925,0,1,0
39398,2598,4,2,2007,239028,0,0,1
39399,2970,5,3,1970,358746,0,0,1
39400,2452,2,1,2004,364511,1,0,0
39401,1236,4,1,1984,215393,0,1,0
39402,2056,4,1,2000,252174,0,0,1
39403,1212,3,1,2016,244138,0,0,1
39404,2595,2,1,1979,327603,0,0,1
39405,1378,2,1,1952,144697,0,1,0
39406,2025,4,1,1979,226313,0,1,0
39407,1908,5,3,1995,145496,0,1,0
39408,1449,5,3,1991,128933,1,0,0
39409,1568,5,3,2010,199814,0,1,0
39410,2450,5,2,1953,290752,1,0,0
39411,1812,5,1,2012,246426,0,1,0
39412,2822,4,3,1997,286218,1,0,0
39413,2673,5,2,1976,328378,0,1,0
39414,1278,4,2,1954,176837,0,0,1
39415,1213,3,1,2002,211458,0,1,0
39416,2774,4,2,1999,320403,0,0,1
39417,2308,5,3,1996,315507,0,1,0
39418,2566,4,1,1973,333446,0,0,1
39419,1717,5,3,1961,226414,0,1,0
39420,1969,3,3,1951,115444,0,1,0
39421,2297,5,2,1991,299352,1,0,0
39422,2034,2,1,1973,192790,1,0,0
39423,1870,3,2,2008,266198,1,0,0
39424,2070,4,2,1955,255561,0,0,1
39425,2538,4,3,2018,359384,0,0,1
39426,2665,5,3,2013,223506,0,1,0
39427,1437,2,2,1982,235356,1,0,0
39428,2607,3,3,1990,213789,1,0,0
39429,1670,4,2,1973,254945,1,0,0
39430,1903,5,1,2020,172568,0,0,1
39431,2450,2,3,2014,274135,0,1,0
39432,2455,4,3,1989,276265,0,1,0
39433,2153,5,2,1957,237967,0,1,0
39434,2045,5,2,1982,270323,0,1,0
39435,1891,2,3,1984,216905,0,1,0
39436,1388,4,1,1973,157736,0,1,0
39437,1134,5,3,2012,125466,1,0,0
39438,1531,4,2,1952,101636,0,0,1
39439,1219,2,1,2017,103831,1,0,0
39440,1332,2,1,1957,170745,1,0,0
39441,2153,4,1,1959,271423,0,0,1
39442,2055,2,2,2008,229773,0,1,0
39443,2625,5,3,1956,355876,0,1,0
39444,2794,4,3,2008,400565,0,0,1
39445,2448,5,1,2000,317835,0,0,1
39446,2321,4,3,1977,229050,1,0,0
39447,2527,3,2,1989,337931,1,0,0
39448,2868,5,3,2020,287364,0,0,1
39449,2784,5,2,1987,306837,0,0,1
39450,2708,4,1,1987,295932,0,0,1
39451,1356,4,1,1953,155796,0,1,0
39452,2478,5,2,1969,184347,0,1,0
39453,1400,2,1,1984,125450,0,0,1
39454,1895,5,3,1951,173225,0,1,0
39455,2582,3,3,1989,295754,0,1,0
39456,1989,2,3,2015,253758,0,0,1
39457,1708,2,2,1970,160670,0,0,1
39458,2943,4,3,1966,286651,0,1,0
39459,2478,4,1,1970,294236,0,0,1
39460,2914,5,3,1989,416288,1,0,0
39461,2057,5,3,1981,279761,0,0,1
39462,2789,4,2,2021,303473,0,1,0
39463,1247,5,1,2007,194007,1,0,0
39464,1945,2,3,1972,159302,0,0,1
39465,1041,5,1,1997,202264,0,0,1
39466,1800,2,2,2020,121001,1,0,0
39467,1122,4,2,1957,181981,0,1,0
39468,1026,5,3,1999,253897,0,1,0
39469,2485,2,3,1982,243707,0,1,0
39470,1570,3,1,2004,187570,1,0,0
39471,2170,3,3,1972,260543,0,0,1
39472,1495,3,2,2003,171717,1,0,0
39473,2650,2,2,2003,337430,1,0,0
39474,1485,5,2,2001,80602,0,1,0
39475,2483,3,2,1992,293949,0,0,1
39476,1898,4,2,2012,323369,1,0,0
39477,1710,4,3,2016,186353,0,0,1
39478,2151,4,1,1963,310883,1,0,0
39479,1375,3,3,1951,42185,0,1,0
39480,1664,3,3,2019,195867,1,0,0
39481,2904,5,1,2006,405556,0,1,0
39482,1782,2,3,1983,215317,0,0,1
39483,1850,4,1,1975,208488,0,0,1
39484,2979,5,2,1974,343027,1,0,0
39485,2106,2,2,2010,159543,0,0,1
39486,2558,3,2,2017,261075,1,0,0
39487,2546,2,2,2008,404843,0,1,0
39488,2722,4,2,1968,309709,1,0,0
39489,2651,2,1,1951,271127,0,1,0
39490,1673,2,3,1996,217259,1,0,0
39491,2126,3,1,1999,186213,0,1,0
39492,2778,3,1,1979,239909,1,0,0
39493,2542,5,1,2003,209116,0,0,1
39494,1361,3,1,1965,96833,0,1,0
39495,1683,3,1,1988,114585,0,0,1
39496,2279,4,2,1988,316717,0,1,0
39497,1246,4,3,2000,181705,1,0,0
39498,2215,2,2,1981,242655,1,0,0
39499,2649,4,1,1973,282272,0,1,0
39500,1534,5,3,1990,104200,0,0,1
39501,2893,5,1,1958,244892,0,1,0
39502,1313,2,2,2006,191784,0,1,0
39503,2299,5,2,1984,239486,1,0,0
39504,2946,5,1,1989,286451,0,1,0
39505,2396,3,3,2016,250857,0,0,1
39506,1443,2,1,1989,178249,0,1,0
39507,2671,5,3,1965,360489,1,0,0
39508,1868,2,1,2016,132208,0,1,0
39509,2218,5,3,1976,310737,0,1,0
39510,2281,4,1,1965,253209,0,1,0
39511,2813,2,2,1957,281782,0,1,0
39512,1581,4,1,2017,203842,0,0,1
39513,1870,2,3,1970,220027,0,1,0
39514,2383,4,3,2019,176069,1,0,0
39515,1547,3,2,1956,144075,1,0,0
39516,2131,4,3,1962,257946,0,1,0
39517,2047,5,3,1989,140722,1,0,0
39518,2675,3,3,1995,310708,0,1,0
39519,1464,4,2,1983,77652,0,1,0
39520,2045,3,1,1961,217479,0,0,1
39521,1501,3,2,1985,175073,1,0,0
39522,1850,5,2,1969,323119,0,1,0
39523,2864,4,1,2014,304753,0,0,1
39524,1715,3,3,1967,198473,0,1,0
39525,1891,5,1,2000,221297,1,0,0
39526,2759,2,2,1994,360489,1,0,0
39527,1500,2,1,1996,198795,0,0,1
39528,1734,3,2,2013,158362,0,0,1
39529,1592,3,1,1952,166097,1,0,0
39530,1406,3,2,1990,204192,0,1,0
39531,2353,5,3,1978,363706,0,1,0
39532,1702,5,1,1984,179447,1,0,0
39533,1285,4,1,2002,171261,0,1,0
39534,1146,2,1,2020,118462,0,0,1
39535,1793,3,3,1963,268626,0,1,0
39536,1383,3,1,1982,201474,0,1,0
39537,1010,5,1,1997,106888,1,0,0
39538,1275,5,1,1977,187884,1,0,0
39539,1885,4,2,2002,96215,0,1,0
39540,2591,2,2,1999,327305,0,0,1
39541,2708,3,1,1973,212188,1,0,0
39542,1963,5,3,2002,228103,0,1,0
39543,1302,2,2,1982,148849,0,0,1
39544,1203,4,3,1992,168818,0,1,0
39545,1344,2,3,1992,106940,0,1,0
39546,2783,3,3,1987,312658,0,0,1
39547,1825,5,1,2017,218562,1,0,0
39548,2289,3,3,1954,294712,0,1,0
39549,1021,2,3,1955,91181,1,0,0
39550,1838,5,3,1986,255145,0,1,0
39551,1535,4,1,1987,99237,0,0,1
39552,2729,4,2,1957,347033,0,0,1
39553,2119,5,2,1950,203004,0,1,0
39554,1980,4,3,1979,167616,1,0,0
39555,2468,4,2,1971,322451,1,0,0
39556,1262,5,1,1992,88302,1,0,0
39557,1583,3,1,1977,192082,1,0,0
39558,2012,2,1,2019,215021,0,1,0
39559,2778,3,2,2010,358451,0,1,0
39560,1382,2,3,1994,162694,0,0,1
39561,2573,2,3,1966,276301,0,1,0
39562,1916,5,3,1965,175972,0,1,0
39563,1391,4,2,1977,187982,0,1,0
39564,1888,4,3,1962,215892,0,1,0
39565,2624,2,2,1976,256206,0,1,0
39566,1539,2,2,1966,125461,1,0,0
39567,2115,5,3,1959,305680,0,1,0
39568,1565,2,1,1995,160208,1,0,0
39569,2182,3,3,1984,211785,0,0,1
39570,1883,2,1,2001,326071,0,0,1
39571,1227,3,1,1987,73992,1,0,0
39572,1472,5,1,1995,127963,0,1,0
39573,1371,2,2,1991,144573,1,0,0
39574,2399,4,2,1986,258537,0,1,0
39575,2576,5,1,1975,239525,0,0,1
39576,1036,2,1,1998,108611,0,0,1
39577,2660,2,1,2012,251475,0,1,0
39578,2957,3,3,1995,307784,0,0,1
39579,1690,2,1,2002,174302,0,0,1
39580,1843,3,2,1975,250156,0,1,0
39581,2060,3,1,1981,198747,0,1,0
39582,1100,4,3,1989,99542,1,0,0
39583,2566,4,3,2010,344780,0,0,1
39584,2213,4,1,2019,220374,1,0,0
39585,2535,5,1,1991,240985,0,1,0
39586,1657,4,3,2013,149433,1,0,0
39587,1089,3,1,1996,194991,0,0,1
39588,2029,2,3,2010,251225,0,0,1
39589,1904,3,3,1987,215434,1,0,0
39590,2162,4,2,1960,143218,0,0,1
39591,1094,2,1,1982,143987,0,1,0
39592,2654,3,2,1957,240666,0,0,1
39593,2901,2,2,2002,372415,0,1,0
39594,1631,3,1,1987,255614,1,0,0
39595,2409,2,2,2021,243917,0,0,1
39596,1122,2,2,1960,43073,0,0,1
39597,2308,4,2,1982,225988,1,0,0
39598,1365,5,3,1956,69416,1,0,0
39599,2912,4,2,1958,383941,0,1,0
39600,1690,2,3,1959,190927,0,0,1
39601,2513,2,1,1952,212252,0,0,1
39602,1324,4,3,1972,99059,0,1,0
39603,1406,3,1,1977,127370,0,0,1
39604,1995,2,1,2001,244871,1,0,0
39605,1518,3,2,1992,134561,0,1,0
39606,1895,4,1,1957,277211,1,0,0
39607,2847,5,3,2005,329599,0,0,1
39608,2662,5,3,1990,330819,0,1,0
39609,1076,2,2,2005,101767,0,0,1
39610,1233,3,2,1975,240282,0,0,1
39611,1829,4,2,1952,249130,0,0,1
39612,1585,2,1,1975,151266,1,0,0
39613,1483,5,1,1972,190843,0,1,0
39614,2487,5,1,1982,183800,1,0,0
39615,1270,3,1,1961,122313,0,0,1
39616,2844,2,2,1955,285248,0,0,1
39617,1938,3,1,1995,256917,1,0,0
39618,2490,3,3,2017,374769,0,1,0
39619,1468,2,3,1985,202533,1,0,0
39620,1631,4,2,1950,131329,0,0,1
39621,1546,5,2,1981,228371,1,0,0
39622,1718,2,3,1985,180571,1,0,0
39623,2007,5,1,1982,228010,0,1,0
39624,1269,4,1,2001,67869,0,1,0
39625,1604,5,2,1992,197220,0,0,1
39626,1964,5,2,1954,189569,0,1,0
39627,1377,3,3,1966,122882,1,0,0
39628,1176,3,3,2013,279214,1,0,0
39629,1273,3,2,1963,65501,0,0,1
39630,2714,4,1,1959,433777,1,0,0
39631,2664,3,3,2003,277377,0,1,0
39632,1636,5,1,1984,211858,0,0,1
39633,1026,5,1,2007,161247,0,1,0
39634,1575,5,2,1972,213976,0,1,0
39635,1059,2,1,1993,13384,0,0,1
39636,1730,5,2,1989,124688,1,0,0
39637,2240,3,2,1990,250413,1,0,0
39638,2704,4,1,1968,291727,0,1,0
39639,1660,4,3,1985,251832,0,0,1
39640,1269,5,1,1976,13770,0,0,1
39641,2139,5,2,1952,241484,1,0,0
39642,1244,2,1,1954,92538,0,1,0
39643,1659,5,3,1954,201134,1,0,0
39644,2627,5,1,2019,305180,0,0,1
39645,1084,5,1,2014,162984,0,0,1
39646,2622,2,2,1980,329426,0,1,0
39647,1906,4,1,1992,242634,1,0,0
39648,2655,5,1,1992,271811,0,1,0
39649,2473,4,1,2008,320114,0,0,1
